tree,first_word,last_word,first_onset,last_offset,duration
(S (NP (DT the) (JJ fifth) (NN planet)) (VP (VBD was) (ADJP (RB very) (JJ strange)))), the, strange,290.03,291.92,1.89
(S (NP (PRP it)) (VP (VBD was) (NP (NP (DT the) (JJS smallest)) (PP (IN of) (NP (PRP them) (DT all)))))), it, all,292.439,294.003,1.564
(S (NP (EX there)) (VP (VBD was) (NP (NP (RB just) (JJ enough) (NN room)) (PP (IN on) (NP (PRP it))) (S (VP (TO to) (VP (VB accommodate) (NP (NP (DT a) (NN street) (NN lamp)) (CC and) (NP (DT a) (NN lamplighter))))))))), there, lamplighter,294.397,298.935,4.538
(S (NP (DT the) (JJ little) (NN prince)) (VP (MD could) (RB not) (VP (VB work) (PRT (RP out)) (NP (NP (DT the) (NN purpose)) (PP (IN of) (S (VP (VBG having) (NP (NP (DT a) (NN street) (NN lamp)) (CC and) (NP (NP (DT a) (NN lamplighter)) (PP (RB somewhere) (RB out) (IN in) (NP (NP (DT the) (NNS skies)) (PP (IN on) (NP (DT a) (NN planet))))))) (PP (IN without) (NP (DT any) (NNS houses) (CC or) (NNS people)))))))))), the, people,299.783,307.78,7.997
(S (S (NP (PRP he)) (VP (VBD said) (PP (TO to) (NP (PRP himself))))) (S (ADVP (RB nevertheless)) (S (NP (PRP it)) (VP (MD may) (S (ADVP (RB well)) (VP (VB be) (SBAR (IN that) (S (NP (DT this) (NN man)) (VP (VBZ is) (ADJP (JJ absurd))))))))))), he, absurd,308.643,313.32,4.677
(S (CC but) (NP (PRP he)) (VP (VBZ is) (ADJP (RBR less) (JJ absurd) (PP (IN than) (NP (DT the) (NN king)))) (PP (IN than) (NP (NP (DT the) (JJ conceited) (NN man)) (NP (DT the) (NN businessman)) (CC or) (NP (DT the) (NN drinker)))))), but, drinker,313.894,318.807,4.913
(S (ADVP (IN at) (JJS least)) (NP (NP (PRP$ his)) (NP (NN work))) (VP (VBZ has) (NP (DT some) (NN meaning)))), at, meaning,319.35,321.195,1.845
(S (SBAR (WHADVP (WRB when)) (S (NP (PRP he)) (VP (VBZ lights) (NP (NP (PRP$ his)) (NP (NN lamp)))))) (NP (PRP it)) (VP (VBZ is) (SBAR (RB as) (IN if) (S (NP (PRP he)) (VP (VBZ is) (VP (VBG bringing) (PP (TO to) (NP (NN life))) (NP (NP (CD one) (JJR more) (NN star)) (CC or) (NP (CD one) (JJR more) (NN flower))))))))), when, flower,321.644,326.777,5.133
(S (SBAR (WHADVP (WRB when)) (S (NP (PRP he)) (VP (VBZ puts) (PRT (RP out)) (NP (NP (PRP$ his)) (NP (NN lamp)))))) (NP (PRP he)) (VP (VBZ sends) (S (NP (NP (DT the) (NN flower)) (CC or) (NP (DT the) (NN star))) (VP (TO to) (VP (VB sleep)))))), when, sleep,327.431,331.344,3.913
(S (NP (DT that)) (VP (VBZ is) (NP (DT a) (JJ beautiful) (NN occupation)))), that, occupation,331.668,333.112,1.444
(S (NP (PRP it)) (VP (VBZ serves) (NP (DT a) (JJ real) (NN purpose)) (SBAR (IN because) (S (NP (PRP it)) (VP (VBZ is) (ADJP (JJ pretty))))))), it, pretty,333.372,335.85,2.478
(S (SBAR (WHADVP (WRB when)) (S (NP (PRP he)) (VP (VBD arrived) (PP (IN on) (NP (DT the) (NN planet)))))) (S (NP (PRP he)) (VP (ADVP (RB respectfully)) (VP (VBD saluted) (NP (DT the) (NN lamplighter)))))), when, lamplighter,337.212,341.041,3.829
(NP (JJ good) (NN morning)), good, morning,341.714,342.284,0.57
(S (WHADVP (WRB why)) (S (VBP have) (NP (PRP you)) (VP (ADVP (RB just)) (VBN put) (PP (IN out) (NP (NP (PRP$ your)) (NP (NN lamp))))))), why, lamp,342.808,344.787,1.979
(S (S (NP (DT those)) (VP (VBP are) (NP (DT the) (NNS orders)))) (VP (VBD replied)) (NP (DT the) (NN lamplighter))), those, lamplighter,345.351,347.495,2.144
(NP (JJ good) (NN morning)), good, morning,347.914,348.384,0.47
(S (WHNP (WP what)) (S (VBP are) (NP (DT the) (NNS orders)))), what, orders,349.187,350.072,0.885
(S (NP (DT that) (PRP i)) (VP (VBD put) (PRT (RP out)) (NP (NP (PRP$ my)) (NP (NN lamp))))), that, lamp,350.541,351.74,1.199
(NP (JJ good) (NN evening)), good, evening,351.94,352.43,0.49
(S (CC and) (NP (PRP he)) (VP (VBD lit) (NP (PRP it)) (ADVP (RB again)))), and, again,352.829,353.628,0.799
(S (CC but) (SBAR (WHADVP (WRB why)) (S (VP (VBP have)))) (NP (PRP you)) (ADVP (RB just)) (VP (VBD lit) (NP (PRP it)) (ADVP (RB again)))), but, again,354.551,356.146,1.595
(S (S (NP (DT those)) (VP (VBP are) (NP (DT the) (NNS orders)))) (VP (VBD replied)) (NP (DT the) (NN lamplighter))), those, lamplighter,356.695,358.794,2.099
(S (S (NP (PRP i)) (VP (VBP do) (RB not) (VP (VB understand)))) (VP (VBD said)) (NP (DT the) (JJ little) (NN prince))), i, prince,359.567,361.796,2.229
(S (S (NP (EX there)) (VP (VBZ is) (NP (NN nothing) (S (VP (TO to) (VP (VB understand))))))) (VP (VBD said)) (NP (DT the) (NN lamplighter))), there, lamplighter,362.38,364.674,2.294
(S (NP (NNS orders)) (VP (VBP are) (NP (NNS orders)))), orders, orders,365.073,366.128,1.055
(NP (JJ good) (NN morning)), good, morning,366.128,366.643,0.515
(S (CC and) (NP (PRP he)) (VP (VBD put) (PRT (RP out)) (NP (NP (PRP$ his)) (NP (NN lamp))))), and, lamp,367.017,368.081,1.064
(S (ADVP (RB then)) (NP (PRP he)) (VP (VBD sponged) (NP (NP (PRP$ his)) (NP (NN forehead))) (PP (IN with) (NP (NP (DT a) (NN handkerchief)) (VP (VBN decorated) (PP (IN with) (NP (JJ red) (NNS Suares)))))))), then, squares,368.645,372.888,4.243
(S (NP (PRP i)) (VP (VBP have) (NP (DT a) (JJ terrible) (NN profession)))), i, profession,373.681,374.946,1.265
(S (PP (IN in) (NP (DT the) (JJ old) (NNS days))) (NP (PRP it)) (VP (VBD was) (ADJP (JJ reasonable)))), in, reasonable,375.395,377.165,1.77
(S (S (NP (PRP i)) (VP (MD would) (VP (VB put) (NP (DT the) (NN lamp)) (PRT (RP out)) (PP (IN in) (NP (DT the) (NN morning)))))) (CC and) (S (PP (IN in) (NP (DT the) (NN evening))) (NP (PRP i)) (VP (MD would) (VP (VB light) (NP (PRP it)))))), i, it,377.424,380.449,3.025
(S (NP (PRP i)) (VP (VBD had) (NP (NP (DT the) (NN rest)) (PP (IN of) (NP (DT the) (NN day)))) (PP (TO to) (NP (NP (NN rest)) (CC and) (NP (NP (DT the) (NN rest)) (PP (IN of) (NP (DT the) (NN night)))))) (S (VP (TO to) (VP (VB sleep)))))), i, sleep,380.878,384.361,3.483
(S (CC and) (SBAR (IN since) (S (ADVP (RB then)) (VP (VBP have) (NP (DT the) (NNS orders))))) (VP (VBD changed))), and, changed,385.229,387.258,2.029
(S (S (NP (DT the) (NNS orders)) (VP (VBP have) (RB not) (VP (VBN changed)))) (VP (VBD said)) (NP (DT the) (NN lamplighter))), the, lamplighter,387.927,390.581,2.654
(S (NP (DT that)) (VP (VBZ is) (NP (DT the) (NN tragedy)))), that, tragedy,390.581,391.45,0.869
(S (NP-TMP (DT every) (NN year)) (S (NP (DT the) (NN planet)) (VP (VBZ has) (VP (VBN turned) (S (ADJP (JJR faster) (CC and) (JJR faster)))))) (CC and) (S (NP (DT the) (NNS orders)) (VP (VBP have) (RB not) (VP (VBN changed))))), every, changed,391.804,396.402,4.598
(S (CC so) (SBAR (WHNP (WP what)) (FRAG (ADVP (RB then)))) (VP (VBD said) (NP (DT the) (JJ little) (NN prince)))), so, prince,397.176,399.174,1.998
(FRAG (ADVP (RB so) (RB now)) (SBAR (IN that) (S (NP (PRP it)) (VP (VBZ spins) (ADVP (RB round) (RB once)) (NP-TMP (DT every) (NN minute)))))), so, minute,400.012,402.367,2.355
(S (NP (PRP i)) (ADVP (RB no) (RB longer)) (VP (VBP have) (NP (NP (DT a) (NN moment) (POS 's)) (NN rest)))), i, rest,402.367,404.217,1.85
(S (ADVP (RB once)) (NP (DT every) (NN minute)) (VP (MD i) (VP (VP (VB light) (NP (DT the) (NN lamp))) (CC and) (VP (VB put) (NP (PRP it)) (PRT (RP out)) (ADVP (RB again)))))), once, again,404.816,407.655,2.839
(S (NP (DT that)) (VP (VBZ is) (ADJP (JJ funny)))), that, funny,408.533,409.197,0.664
(S (SBAR (WHADVP (WRB where)) (S (NP (PRP you)) (VP (VBP live) (NP (DT a) (NN day)) (ADVP (RB only))))) (VP (VBZ lasts) (NP (DT a) (NN minute)))), where, minute,409.761,412.156,2.395
(S (S (NP (PRP it)) (VP (VBZ is) (RB not) (ADJP (JJ funny)) (ADVP (IN at) (DT all)))) (VP (VBD said)) (NP (DT the) (NN lamplighter))), it, lamplighter,412.555,415.264,2.709
(S (NP (PRP we)) (VP (VBP have) (ADVP (RB already)) (VP (VBN been) (VP (VBG speaking) (PP (IN for) (NP (DT a) (NN month))))))), we, month,415.264,417.002,1.738
(NP (DT a) (NN month)), a, month,417.621,418.181,0.56
(FRAG (UH yes)), yes, yes,418.784,419.169,0.385
(NP (NP (CD thirty) (NNS minutes)) (NP (CD thirty) (NNS days))), thirty, days,419.374,420.978,1.604
(NP (JJ good) (NN evening)), good, evening,421.252,421.747,0.495
(S (CC and) (NP (PRP he)) (VP (VBD lit) (NP (NP (PRP$ his)) (NP (NN lamp))) (ADVP (RB again)))), and, again,422.321,423.505,1.184
(S (NP (DT the) (JJ little) (NN prince)) (VP (VP (VBD watched) (NP (PRP him))) (CC and) (VP (VBD felt) (SBAR (IN that) (S (NP (PRP he)) (VP (VBD loved) (NP (NP (DT this) (NN lamplighter)) (SBAR (WHNP (WP who)) (S (VP (VBD was) (ADJP (RB so) (NN faithful)) (PP (TO to) (NP (NP (PRP$ his)) (NP (NNS orders)))))))))))))), the, orders,424.673,429.771,5.098
(S (NP (PRP he)) (VP (VBD remembered) (NP (NP (DT the) (NNS sunsets)) (SBAR (WHNP (WHNP (WDT which)) (NP (PRP he))) (S (NP (PRP himself)) (VP (VBD had) (VP (VBN gone) (S (VP (TO to) (VP (VB seek) (PP (IN in) (NP (DT the) (NN past))) (PP (IN by) (S (VP (VBG moving) (NP (NP (PRP$ his)) (NP (NN chair)))))))))))))))), he, chair,430.24,435.378,5.138
(S (NP (PRP he)) (VP (VBD wanted) (S (VP (TO to) (VP (VB help) (NP (NP (PRP$ his)) (NP (NN friend)))))))), he, friend,436.032,437.361,1.329
(S (S (NP (PRP you)) (VP (VBP know))) (NP (PRP i)) (VP (VBP know) (NP (NP (DT a) (NN way)) (SBAR (S (NP (PRP you)) (VP (MD can) (VP (VB rest) (SBAR (WHADVP (WRB whenever)) (S (NP (PRP you)) (VP (VBP want))))))))))), you, want,438.614,442.057,3.443
(S (S (NP (PRP i)) (ADVP (RB always)) (VP (VBP want) (PP (TO to)))) (VP (VBD said)) (NP (DT the) (NN lamplighter))), i, lamplighter,442.67,445.004,2.334
(S (IN for) (NP (PRP it)) (VP (VBZ is) (ADJP (JJ possible) (S (VP (TO to) (VP (VB be) (ADJP (DT both) (JJ faithful) (CC and) (JJ lazy)) (PP (IN at) (NP (DT the) (JJ same) (NN time))))))))), for, time,445.533,449.082,3.549
(S (NP (DT the) (JJ little) (NN prince)) (VP (VBD went) (PRT (RP on)))), the, on,450.075,451.274,1.199
(S (NP (NP (PRP$ your)) (NP (NN planet))) (VP (VBZ is) (ADJP (RB so) (JJ small)) (SBAR (IN that) (S (NP (PRP you)) (VP (MD can) (VP (VB go) (ADVP (RB right) (RB round)) (NP (PRP it)) (PP (IN in) (NP (CD three) (NNS strides))))))))), your, strides,452.147,456.646,4.499
(S (NP (PRP you)) (ADVP (RB only)) (VP (VBP have) (S (VP (TO to) (VP (VB walk) (PRT (RP along)) (ADVP (RB rather) (RB slowly) (S (VP (TO to) (VP (ADVP (RB always)) (VB stay) (PP (IN in) (NP (DT the) (NN sun))) (SBAR (WHADVP (WRB when)) (S (NP (PRP you)) (VP (VBP want) (S (VP (TO to) (VP (VB rest)))))))))))))))), you, rest,457.005,462.728,5.723
(S (S (NP (PRP you)) (VP (MD can) (VP (VB walk)))) (CC and) (S (NP (DT the) (NN day)) (VP (MD will) (VP (VB last) (ADVP (ADVP (RB as) (RB long)) (SBAR (IN as) (S (NP (PRP you)) (VP (VBP like))))))))), you, like,462.728,465.766,3.038
(S (S (NP (DT that)) (VP (VBZ does) (RB not) (VP (VB do) (S (NP (PRP me)) (ADJP (RB much) (JJ good)))))) (VP (VBD said)) (NP (DT the) (NN lamplighter))), that, lamplighter,466.659,469.057,2.398
(S (SBAR (WHNP (WP what)) (S (NP (PRP i)) (ADVP (RB really)) (VP (VBP love) (PP (IN in) (NP (NN life)))))) (VP (VBZ is) (S (VP (TO to) (VP (VB sleep)))))), what, sleep,469.446,471.601,2.155
(S (S (NP (DT that)) (VP (VBZ is) (NP (JJ bad) (NN luck)))) (VP (VBD said)) (NP (DT the) (JJ little) (NN prince))), that, prince,472.344,474.343,1.999
(S (S (NP (DT that)) (VP (VBZ is) (NP (JJ bad) (NN luck)))) (VP (VBD said)) (NP (DT the) (NN lamplighter))), that, lamplighter,475.006,476.96,1.954
(NP (JJ good) (NN morning)), good, morning,477.244,477.774,0.53
(S (CC and) (NP (PRP he)) (VP (VBD put) (PRT (RP out)) (NP (NP (PRP$ his)) (NP (NN lamp))))), and, lamp,478.273,479.398,1.125
(S (NP (DT that) (NN man)) (VP (VBD said) (NP (DT the) (JJ little) (NN prince)) (PP (TO to) (NP (PRP himself))) (SBAR (IN as) (S (NP (PRP he)) (VP (VBD continued) (ADVP (RBR further)) (PP (IN on) (NP (NP (PRP$ his)) (NP (NN journey)))) (SBAR (IN that) (S (NP (NN man)) (VP (MD would) (VP (VB be) (VP (VBN despised) (PP (PP (IN by) (NP (PDT all) (DT the) (NNS others))) (PP (IN by) (NP (DT the) (NN king))) (PP (IN by) (NP (DT the) (JJ conceited) (NN man))) (PP (IN by) (NP (DT the) (NN drinker))) (CC and) (PP (IN by) (NP (DT the) (NN businessman)))))))))))))), that, businessman,480.475,492.099,11.624
(S (ADVP (RB yet)) (NP (PRP he)) (VP (VBZ is) (NP (NP (DT the) (JJ only) (NN one)) (SBAR (WHNP (WDT that)) (S (VP (VBZ does) (RB not) (VP (VB seem) (ADJP (JJ ridiculous) (PP (TO to) (NP (PRP me))))))))))), yet, me,492.498,495.732,3.234
(S (ADVP (RB perhaps)) (NP (PRP it)) (VP (VBZ is) (SBAR (IN because) (S (NP (PRP he)) (VP (VBZ thinks) (PP (IN of) (NP (NP (NN something) (JJ other)) (PP (IN than) (NP (PRP himself)))))))))), perhaps, himself,496.345,499.26,2.915
(S (NP (PRP he)) (VP (VP (VBD breathed) (NP (NP (DT a) (NN sigh)) (PP (IN of) (NP (NN regret))))) (CC and) (VP (VBD said) (PP (TO to) (NP (PRP himself)))))), he, himself,500.257,502.827,2.57
(S (S (NP (DT that) (NN man)) (VP (VBZ is) (NP (NP (DT the) (JJ only) (NN one)) (PP (IN with) (SBAR (WHNP (WP whom)) (S (NP (PRP i)) (VP (MD could) (VP (VB have) (VP (VBN made) (NP (NNS friends))))))))))) (CC but) (S (NP (NP (PRP$ his)) (NP (NN planet))) (VP (VBZ is) (ADVP (RB really)) (ADJP (RB very) (JJ small))))), that, small,503.535,509.343,5.808
(S (NP (EX there)) (VP (VBZ is) (NP (NP (DT no) (NN room)) (PP (IN on) (NP (PRP it))) (PP (IN for) (NP (CD two) (NNS people)))))), there, people,509.837,511.576,1.739
(S (SBAR (WHNP (WP what)) (S (NP (DT the) (JJ little) (NN prince)) (VP (VBD did) (RB not) (VP (VB dare) (VP (VB admit) (PP (TO to) (NP (PRP himself)))))))) (VP (VBD was) (SBAR (IN that) (S (NP (PRP he)) (VP (VBD missed) (NP (NP (DT this) (JJ blessed) (NN planet) (JJS most)) (PP (IN of) (NP (NP (DT all)) (PP (RB because) (IN of) (NP (NP (DT the) (QP (CD one) (CD thousand)) (QP (CD four) (CD hundred))) (CC and) (NP (NP (JJ forty) (NNS sunsets)) (NP (DT every) (NN day))))))))))))), what, day,512.718,522.124,9.406
(S (NP (DT the) (JJ sixth) (NN planet)) (VP (VBD was) (ADJP (NP (CD ten) (NNS times)) (JJR larger) (PP (IN than) (NP (DT the) (JJ last)))))), the, last,0.365,3.5,3.135
(S (NP (PRP it)) (VP (VBD was) (VP (VBN inhabited) (PP (IN by) (NP (NP (DT an) (JJ old) (NN gentleman)) (SBAR (WHNP (WP who)) (S (VP (VBD wrote) (NP (JJ enormous) (NNS books)))))))))), it, books,3.849,7.923,4.074
(S (S (FRAG (UH oh)) (VP (VB look))) (ADVP (RB here)) (VP (VBZ comes)) (NP (DT an) (NN explorer))), oh, explorer,9.025,11.409,2.384
(S (NP (PRP he)) (VP (VBD cried) (PRT (RP out)) (SBAR (WHADVP (WRB when)) (S (NP (PRP he)) (VP (VBD caught) (NP (NP (NN sight)) (PP (IN of) (NP (DT the) (JJ little) (NN prince))))))))), he, prince,11.663,14.162,2.499
(S (NP (DT the) (JJ little) (NN prince)) (VP (VP (VBD sat) (PRT (RP down)) (PP (IN on) (NP (DT the) (NN table)))) (CC and) (VP (VBD panted) (NP (DT a) (JJ little))))), the, little,15.2,18.194,2.994
(S (NP (PRP he)) (VP (VBD had) (ADVP (RB already)) (VP (VBN travelled) (ADVP (RB so) (RB far))))), he, far,18.668,20.533,1.865
(S (WHADVP (WRB where)) (S (VBP do) (NP (PRP you)) (VP (VB come) (PP (IN from))))), where, from,21.211,22.096,0.885
(S (NP (DT the) (JJ old) (NN gentleman)) (VP (VBD said) (PP (TO to) (NP (PRP him))))), the, him,22.4,23.855,1.455
(S (S (NP (WDT what)) (VP (VBZ is) (NP (DT that) (JJ big) (NN book)))) (VP (VBD said)) (NP (DT the) (JJ little) (NN prince))), what, prince,24.633,26.921,2.288
(S (WHNP (WP what)) (S (VBP do) (NP (PRP you)) (VP (VB do) (ADVP (RB here))))), what, here,27.121,28.29,1.169
(S (S (NP (PRP i)) (VP (VBP am) (NP (DT a) (NN geographer)))) (VP (VBD said)) (NP (DT the) (JJ old) (NN gentleman))), i, gentleman,28.859,31.093,2.234
(S (WHNP (WP what)) (S (VBZ is) (NP (DT a) (NN geographer)))), what, geographer,31.866,32.896,1.03
(S (NP (PRP he)) (VP (VBZ is) (NP (NP (DT a) (NN scholar)) (SBAR (WHNP (WP who)) (S (VP (VBZ knows) (NP (NP (DT the) (NN location)) (PP (IN of) (NP (NP (DT the) (NNS seas)) (NP (DT the) (NNS rivers)) (NP (DT the) (NNS towns)) (NP (DT the) (NNS mountains)) (CC and) (NP (DT the) (NNS deserts))))))))))), he, deserts,33.679,39.177,5.498
(S (S (NP (DT that)) (VP (VBZ is) (ADJP (RB very) (JJ interesting)))) (VP (VBD said)) (NP (DT the) (JJ little) (NN prince))), that, prince,39.846,42.134,2.288
(S (NP (DT that)) (ADVP (RB really)) (VP (VBZ is) (PP (IN at) (NP (JJ last) (DT a) (JJ real) (NN profession))))), that, profession,42.903,45.152,2.249
(S (CC and) (NP (PRP he)) (VP (VBD glanced) (PRT (RP around)) (PP (IN at) (NP (NP (DT the) (NN planet)) (PP (IN of) (NP (DT the) (NN geographer))))))), and, geographer,45.935,48.41,2.475
(S (NP (PRP he)) (VP (VBD had) (ADVP (RB never)) (VP (VBN seen) (NP (PDT such) (DT a) (JJ majestic) (NN planet)) (ADVP (RB before))))), he, before,48.829,51.872,3.043
(S (S (NP (NP (PRP$ your)) (NP (NN planet))) (VP (VBZ is) (ADJP (RB very) (JJ beautiful)))) (NP (PRP he)) (VP (VBD said))), your, said,52.955,55.443,2.488
(S (VP (VBP are) (ADVP (RB there)) (NP (NNS oceans)))), are, oceans,55.733,57.072,1.339
(S (S (NP (PRP i)) (VP (MD would) (RB not) (VP (VB know)))) (VP (VBD said)) (NP (DT the) (NN geographer))), i, geographer,57.556,59.455,1.899
(FRAG (UH oh)), oh, oh,60.029,60.339,0.31
(S (NP (DT the) (JJ little) (NN prince)) (VP (VBD was) (ADJP (JJ disappointed)))), the, disappointed,60.952,62.442,1.49
(S (VP (VB and) (NP (NNS mountains)))), and, mountains,63.22,64.11,0.89
(S (S (NP (PRP i)) (VP (MD would) (RB not) (VP (VB know)))) (VP (VBD said)) (NP (DT the) (NN geographer))), i, geographer,64.668,66.537,1.869
(S (VP (VB and) (NP (NP (NP (NNS towns)) (CC and) (NP (NNS rivers))) (CC and) (NP (NNS deserts))))), and, deserts,67.405,69.52,2.115
(S (NP (PRP i)) (VP (MD would) (RB not) (VP (VB know) (SBAR (IN that) (S (ADVP (RB either)) (VP (VBD said) (NP (DT the) (NN geographer)))))))), i, geographer,70.188,72.322,2.134
(S (CC but) (NP (PRP you)) (VP (VBP are) (NP (DT a) (NN geographer)))), but, geographer,73.355,74.55,1.195
(S (SBAR (WHNP (WDT that)) (S (VP (VBZ is) (ADJP (JJ true))))) (NP (DT the) (NN geographer)) (VP (VBD said))), that, said,75.388,77.302,1.914
(S (CC but) (NP (PRP i)) (VP (VBP am) (RB not) (NP (DT an) (NN explorer)))), but, explorer,77.821,79.095,1.274
(S (NP (PRP i)) (VP (VBP do) (RB not) (VP (VB have) (NP (DT a) (JJ single) (NN explorer))))), i, explorer,79.589,81.608,2.019
(S (NP (PRP it)) (VP (VBZ is) (RB not) (PP (IN for) (NP (DT the) (NN geographer) (S (VP (TO to) (VP (VB count) (NP (NP (DT the) (NNS towns)) (NP (DT the) (NNS rivers)) (NP (DT the) (NNS mountains)) (NP (DT the) (NNS seas)) (NP (DT the) (NNS oceans)) (CC and) (NP (DT the) (NNS deserts)))))))))), it, deserts,81.922,87.731,5.809
(S (NP (DT the) (NN geographer)) (VP (VBZ is) (ADJP (RB too) (JJ important)) (S (VP (TO to) (VP (VB go) (S (VP (VBG strolling) (PRT (RP about))))))))), the, about,88.165,91.094,2.929
(S (S (NP (PRP he)) (VP (VBZ does) (RB not) (VP (VB leave) (NP (NP (PRP$ his)) (NP (NN desk)))))) (CC but) (S (NP (PRP he)) (VP (VBZ receives) (NP (DT the) (NNS explorers))))), he, explorers,91.378,94.783,3.405
(S (S (NP (PRP he)) (VP (VBZ asks) (SBAR (S (NP (PRP them)) (VP (VBZ questions)))))) (CC and) (S (NP (PRP he)) (VP (VBZ writes) (PRT (RP down)) (NP (NP (PRP$ their)) (NP (NNS recollections)))))), he, recollections,94.783,98.315,3.532
(FRAG (CC and) (SBAR (IN if) (S (NP (NP (DT any)) (PP (IN of) (NP (NP (PRP$ their)) (NP (NNS recollections))))) (VP (VBP seem) (ADJP (JJ interesting) (PP (TO to) (NP (NP (PRP him)) (NP (NP (DT the) (NN geographer) (NNS orders)) (NP (DT an) (NN inquiry)))))) (PP (IN into) (NP (NP (DT that) (NN explorer) (POS 's)) (JJ moral) (NN character))))))), and, character,98.774,105.511,6.737
(S (WHADVP (WRB why)) (S (VBZ is) (NP (DT that)))), why, that,106.289,106.969,0.68
(S (SBAR (IN because) (S (NP (NP (DT an) (NN explorer)) (SBAR (WHNP (WP who)) (S (VP (VBD told) (SBAR (S (VP (VBZ lies)))))))) (VP (MD would) (VP (VB cause) (NP (NN havoc)) (PP (TO to) (NP (NN geography) (NNS books))))))) (ADVP (RB so)) (VP (MD would)) (NP (DT an) (NN explorer) (SBAR (WHNP (WP who)) (S (VP (VBD drank) (ADJP (RB too) (JJ much))))))), because, much,107.478,114.573,7.095
(S (WHADVP (WRB why)) (S (VBZ is) (NP (NP (DT that)) (VP (VBN asked) (NP (DT the) (JJ little) (NN prince)))))), why, prince,115.217,117.25,2.033
(S (SBAR (IN because) (S (NP (JJ intoxicated) (NNS men)) (VP (VBP see) (ADVP (RB double) (RB so))))) (NP (DT the) (NN geographer)) (VP (MD would) (VP (VB record) (NP (NP (CD two) (NNS mountains)) (PP (IN in) (NP (DT a) (NN place)))) (SBAR (WHADVP (WRB where)) (S (NP (EX there)) (VP (VBD was) (NP (QP (RB only) (CD one))))))))), because, one,118.004,124.426,6.422
(S (S (NP (PRP i)) (VP (VBP know) (NP (NN someone)))) (VP (VBD said)) (NP (NP (DT the) (JJ little) (NN prince)) (SBAR (WHNP (WP who)) (S (VP (MD would) (VP (VB make) (NP (DT a) (JJ bad) (NN explorer)))))))), i, explorer,125.349,129.017,3.668
(S (S (NP (DT that)) (VP (VBZ is) (ADJP (JJ possible)))) (IN so) (S (SBAR (WHADVP (WRB when)) (S (NP (NP (DT the) (JJ moral) (NN character)) (PP (IN of) (NP (DT the) (NN explorer)))) (VP (VBZ appears) (S (VP (TO to) (VP (VB be) (PP (IN in) (NP (NN order))))))))) (NP (DT an) (NN inquiry)) (VP (VBZ is) (VP (VBN done) (PP (IN into) (NP (NP (PRP$ his)) (NP (NN discovery)))))))), that, discovery,129.635,137.669,8.034
(S (NP (PRP you)) (VP (VBP go) (S (VP (TO to) (VP (VB see) (NP (PRP it))))))), you, it,138.422,139.237,0.815
(S (FRAG (UH no)) (S (NP (DT that)) (VP (MD would) (VP (VB be) (ADJP (RB too) (VBN complicated)))))), no, complicated,139.526,141.715,2.189
(S (CC but) (S (NP (PRP one)) (VP (VBZ requires) (NP (DT the) (NN explorer)) (S (VP (TO to) (VP (VB provide) (NP (NN proof)))))))), but, proof,142.054,144.578,2.524
(S (SBAR (IN if) (PP (IN for) (NP (NN example))) (S (NP (NP (DT the) (NN discovery)) (PP (IN in) (NP (NN question)))) (VP (VBD was) (PP (IN of) (NP (DT a) (JJ large) (NN mountain)))))) (NP (PRP one)) (VP (MD would) (VP (VB require) (SBAR (IN that) (S (NP (PRP he)) (VP (VBP bring) (PRT (RP back)) (NP (NP (JJ large) (NNS stones)) (PP (IN from) (NP (PRP it)))))))))), if, it,144.903,152.668,7.765
(S (NP (DT the) (NN geographer)) (ADVP (RB suddenly)) (VP (VBD became) (ADJP (JJ excited)))), the, excited,153.367,155.321,1.954
(S (CC but) (NP (PRP you)) (NP (PRP you)) (VP (VBP come) (PP (IN from) (ADVP (RB far) (RB away))))), but, away,155.53,158.045,2.515
(S (NP (PRP you)) (VP (VBP are) (NP (DT an) (NN explorer)))), you, explorer,158.045,159.704,1.659
(S (NP (PRP you)) (VP (MD must) (VP (VB describe) (NP (NP (PRP$ your)) (NP (NN planet))) (PP (TO to) (NP (PRP me)))))), you, me,160.013,161.753,1.74
(S (CC and) (NP (DT the) (NN geographer)) (S (VP (VBG having) (VP (VBN opened) (NP (NP (PRP$ his)) (NP (JJ big) (NN register)))))) (VP (VBD sharpened) (NP (NP (PRP$ his)) (NP (NN pencil))))), and, pencil,162.526,166.76,4.234
(S (NP (NP (DT the) (NNS recitals)) (PP (IN of) (NP (NNP explorers)))) (VP (VBP are) (ADVP (RB first)) (VP (VBN recorded) (PP (IN in) (NP (NN pencil)))))), the, pencil,167.303,170.223,2.92
(S (NP (PRP one)) (VP (VBZ waits) (SBAR (IN until) (S (NP (DT the) (NN explorer)) (VP (VBZ has) (VP (VBN provided) (NP (NN proof)) (PP (IN before) (S (VP (VBG recording) (NP (PRP them)) (PP (IN in) (NP (NN ink)))))))))))), one, ink,170.731,174.875,4.144
(S (ADVP (RB well)) (VP (VBD said) (NP (DT the) (NN geographer)))), well, geographer,175.608,177.097,1.489
(S (SBAR (UH oh) (NP (WHADVP (WRB where)) (S (NP (PRP i)) (VP (VBP live))))) (VP (VBD said) (NP (DT the) (JJ little) (NN prince)))), oh, prince,177.88,180.564,2.684
(S (NP (PRP it)) (VP (VBZ is) (RB not) (ADJP (RB very) (JJ interesting)))), it, interesting,180.754,182.193,1.439
