tree,first_word,first_onset,last_word,last_offset
什么叫短暂,什么,244.83,短暂,246.54
地理学书籍是所有书中最严肃的书地理学家说道,地理学,247.55,说道,253.36
这类书是从不会过时的,这,254.04,的,256.75
很少会发生一座山变换了位置,很,257.36,位置,260.6
很少会出现一个海洋干涸的现象,很,260.93,现象,264.48
我们要写永恒的东西,我们,265.21,东西,268.23
但是熄灭的火山也可能会再复苏的小王子打断了地理学家,但是,269.04,地理学,275.28
什么叫短暂,什么,276.03,短暂,277.49
火山是熄灭了的也好苏醒的也好这对我们这些人来讲都是一回事地理学家说,火山,278.33,说,286.98
对我们来说重要的是山,对,287.49,山,290.48
山是不会变换位置的,山,291.18,的,294.32
但是短暂是什么意思小王子再三地问道,但是,295.2,问道,300.2
他一旦提出一个问题是从不放过的,他,300.77,的,303.41
意思就是有很快就会消失的危险,意思,304.17,危险,308.87
我的花是很快就会消失的吗,我,309.85,吗,312.66
那当然,那,313.26,当然,314.79
小王子自言自语地说我的花是短暂的而且她只有四根刺来防御外侮可我还把她独自留在家里,小王子,315.79,里,326.67
这是他第一次产生了后悔,这,327.75,后悔,329.81
但他又重新振作起来,但,330.54,起来,332.29
您是否能建议我去看些什么小王子问道,您,332.66,问道,336.69
地球这颗行星地理学家回答他说,地球,337.57,说,341.66
它的名望很高,它,342.25,高,345.01
于是小王子就走了,于是,346.2,了,347.99
他一边走一边想着他的花,他,348.65,花,350.89
第七个行星于是就是地球了,第七,351.83,了,355.13
地球可不是一颗普通的行星,地球,356.02,行星,358.2
它上面有一百一十一个国王当然没有漏掉黑人国王七千个地理学家九十万个实业家七百五十万个酒鬼三亿一千一百万个爱虚荣的人,它,358.79,人,371.22
也就是说大约有二十亿的大人,也,371.85,大人,374.86
为了使你们对地球的大小有一个概念我想要告诉你们在发明电之前在六个大洲上为了点路灯需要维持一支为数四十六万二千五百一十一人的真正大军,为了,375.88,大军,389.58
从稍远的地方看过去它给人以一种壮丽辉煌的印象,从,390.18,印象,394.44
这支军队的行动就像歌剧院的芭蕾舞动作一样那么有条不紊,这,395.09,有条不紊,399.74
首先出现的是新西兰和澳大利亚的点灯人,首先,400.35,点灯,403.24
点着了灯随后他们就去睡觉了,点,403.96,了,406.46
于是就轮到中国和西伯利亚的点灯人走上舞台,于是,407.15,舞台,410.3
随后他们也藏到幕布后面去了,随后,410.61,了,412.96
于是就又轮到俄罗斯和印度的点灯人了,于是,413.7,了,416.75
然后就是非洲和欧洲的,然后,417.48,的,419.36
接着是南美的,接着,419.92,的,421.25
再就是北美的,再,421.66,的,422.73
他们从来也不会搞错他们上场的次序,他们,423.24,次序,425.69
真了不起,真,426.08,了不起,426.82
北极仅有一盏路灯,北极,427.72,路灯,429.36
南极也只有一盏,南极,429.79,盏,431.28
唯独北极的点灯人和他南极的同行过着闲逸懒散的生活,唯独,431.73,生活,436.28
他们每年只工作两次,他们,436.85,次,438.67
当人们想要说得俏皮些的时候说话就可能会不大实在,当,439.59,实在,443.56
在给你们讲点灯人的时候我就不那么忠实,在,444.3,忠实,447.87
很可能给不了解我们这星球的人们造成一个错误的概念,很,448.3,概念,452.22
在地球上人们所占的位置非常小,在,452.86,小,455.55
如果住在地球上的二十亿居民全站着并且像开大会一样靠得紧些那么就可以从容地站在一个二十海里见方的广场上,如果,456.14,上,465.22
也就是说可以把整个人类集中在太平洋中一个最小的岛屿上,也,465.6,上,470.16
当然大人们是不会相信你们的,当然,470.9,的,473.76
他们自以为要占很大地方,他们,474.4,地方,476.05
他们把自己看得像猴面包树那样大得了不起,他们,476.47,了不起,479.47
你们可以建议他们计算一下,你们,479.93,一下,481.54
这样会使他们很高兴,这样,482.04,高兴,483.32
因为他们非常喜欢数字,因为,484.02,数字,485.75
可是你们无需浪费时间去做这种乏味得连篇累牍的演算,可是,486.14,演算,490.67
这没有必要,这,491.07,必要,491.91
你们可以完全相信我,你们,492.43,我,493.93
小王子到了地球上感到非常奇怪,小王子,494.81,奇怪,497.16
他一个人也没有看到,他,497.72,看到,498.94
他正担心自己跑错了星球,他,499.55,星球,501.16
这时在沙地上有一个月光色的圆环在蠕动,这时,501.71,蠕动,505.1
小王子毫无把握地随便说了声晚安,小王子,505.79,晚安,508.96
晚安蛇说道,晚安,509.72,说道,511.81
我落在什么行星上小王子问道,我,512.76,问道,515.96
在地球上在非洲蛇回答道,在,516.44,道,520.22
啊怎么难道说地球上没有人吗,啊,520.87,吗,524.86
这里是沙漠,这里,525.61,沙漠,526.93
沙漠中没有人,沙漠,527.37,人,528.7
地球是很大的蛇说,地球,529.21,说,532.05
小王子坐在一块儿石头上抬眼望着天空说道我琢磨这些星星闪闪发亮是否为了让每个人将来有一天都能重新找到自己的星球,小王子,532.99,星球,544.24
看我那颗行星它恰好在我们头顶上,看,544.79,上,548.08
可是它离我们好远哟,可是,548.84,哟,551.36
它很美蛇说,它,552.07,说,554.1
你到这里来干什么呢,你,554.61,呢,556.7
我和一朵花闹了别扭小王子说,我,557.64,说,561.32
啊蛇说道,啊,561.92,说道,563.96
于是他们都沉默下来,于是,564.97,下来,567.26
人在什么地方小王子终于又开了腔,人,568.27,腔,572.36
在沙漠上真有点孤独,在,572.77,孤独,575.36
到了有人的地方也一样孤独蛇说,到,576.47,说,581.02
小王子长时间地看着蛇,小王子,581.88,蛇,583.68
你是个奇怪的动物小王子终于说道,你,584.64,说道,588.57
细得像个手指头,细,589.36,手指头,591.33
但我比一个国王的手指更有威力蛇说道,但,592.08,说道,597.25
小王子微笑着说你并不那么有威力,小王子,597.97,威力,601.02
你脚都没有,你,601.45,没有,602.51
你甚至都不能旅行,你,602.89,旅行,604.64
我可以把你带到很远的地方去,我,605.5,去,608.29
比一只船能去的地方还要远蛇说道,比,608.73,说道,612.35
蛇就盘结在小王子的脚腕子上像一只金镯子,蛇,612.98,镯子,616.35
被我碰触的人我就把他送回老家去蛇还说,被,617.42,说,622.42
可是你是纯洁的而且是从另一个星球上来的,可是,623.09,的,627.66
小王子什么也没有回答,小王子,628.42,回答,630.21
在这个花岗石的地球上你这么弱小,在,631.0,弱小,634.43
我很可怜你,我,634.73,你,635.99
如果你非常怀念你的星球那时我可以帮助你,如果,636.66,你,641.01
我可以,我,641.33,可以,642.23
啊我很明白你的意思小王子说,啊,642.86,说,646.03
但是你为什么说话总是像让人猜谜语似的,但是,646.78,似的,650.5
这些谜语我都能解开的蛇说,这些,651.24,说,655.25
于是他们又都沉默起来,于是,655.99,起来,658.16
小王子穿过沙漠他只见过一朵花,小王子,659.1,花,661.98
一个有着三枚花瓣的花朵,一,662.51,花朵,664.44
一朵很不起眼的小花,一,665.06,花,666.95
你好小王子说,你,667.84,说,669.51
你好花说,你,670.35,说,671.86
人在什么地方小王子有礼貌地问道,人,672.88,问道,676.74
有一天花曾看见一只骆驼商队走过,有,677.7,过,680.82
人吗我想大约有六七个人,人,681.8,人,685.26
几年前我瞅见过他们,几,685.91,他们,688.07
可是从来不知道到什么地方去找他们,可是,688.65,他们,691.73
风吹着他们到处跑,风,692.38,跑,693.8
他们没有根,他们,694.28,根,695.07
这对他们来说是很不方便的,这,695.65,的,697.88
再见了小王子说,再见,698.84,说,700.82
再见花说,再见,701.32,说,703.06
之后小王子爬上一座高山,之后,703.94,高山,706.32
过去他所见过的山就是那三座只有他膝盖那么高的火山,过去,706.95,火山,710.8
并且他把那座熄灭了的火山就当作凳子,并且,711.52,凳子,714.86
小王子自言自语地说道从这么高的山上我一眼可以看到整个星球以及所有的人,小王子,715.61,人,723.08
可是他所看到的只是一些非常锋利的悬崖峭壁,可是,724.21,峭壁,728.27
你好小王子试探地问道,你,729.07,问道,732.09
你好,你,732.96,好,733.66
你好,你,734.23,好,734.85
你好回音在回答道,你,735.43,道,738.18
你们是什么人小王子问,你们,738.97,问,742.07
你们是什么人,你们,742.92,人,744.5
你们是什么人,你们,745.11,人,746.67
你们是什么人回音又回答道,你们,747.22,道,751.58
请你们做我的朋友吧,请,752.51,吧,754.4
我很孤独他说,我,754.99,说,757.32
我很孤独,我,758.18,孤独,759.21
我很孤独,我,759.7,孤独,760.66
我很孤独回音又回答着,我,761.13,着,764.91
小王子想道这颗行星真奇怪,小王子,765.64,奇怪,768.78
它上面全是干巴巴的而且又尖利又咸涩,它,769.23,苦涩,773.23
人们一点儿想象力都没有,人们,773.66,没有,775.2
他们只是重复别人对他们说的话,他们,775.67,话,777.61
在我的家乡我有一朵花,在,778.2,花,780.63
她总是自己先说话,她,781.27,说话,782.88
在沙漠岩石雪地上行走了很长的时间以后小王子终于发现了一条大路,在,0.0,路,6.84
所有的大路都是通往人住的地方的,所有,7.56,的,10.17
你们好小王子说,你们,11.06,说,13.11
这是一个玫瑰盛开的花园,这,13.92,花园,15.92
你好玫瑰花说道,你,16.23,说道,18.52
小王子瞅着这些花,小王子,19.0,花,20.43
她们全都和他的那朵花一样,她们,20.9,一样,22.59
你们是什么花小王子惊奇地问道,你们,23.27,问道,26.53
我们是玫瑰花花儿们说道,我们,27.25,说道,30.39
他感到自己非常不幸,他,31.4,不幸,33.11
他的那朵花曾对他说她是整个宇宙中独一无二的一种花,他,33.71,花,38.12
可是仅在这一座花园里就有五千朵完全一样的这种花朵,可是,38.56,花朵,43.35
小王子自言自语地说如果她看到这些她是一定会很恼火,小王子,44.19,恼火,50.58
她会咳嗽得更厉害并且为避免让人耻笑她会佯装死去,她,51.17,死去,56.81
那么我还得装着去护理她,那么,57.57,她,60.01
因为如果不这样的话她为了使我难堪她可能会真的死去,因为,60.46,死去,66.05
接着他又说道我还以为我有一朵独一无二的花呢,接着,66.91,呢,72.62
我有的仅是一朵普通的花,我,73.35,花,75.45
这朵花再加上三座只有我膝盖那么高的火山而且其中一座还可能是永远熄灭了的,这,76.35,的,83.49
这一切不会使我成为一个了不起的王子,这,84.47,王子,88.22
于是他躺在草丛中哭泣起来,于是,88.83,起来,91.72
就在这当儿跑来了一只狐狸,就,92.69,狐狸,95.04
你好狐狸说,你,96.23,说,98.31
你好小王子很有礼貌地回答道,你,99.29,道,102.11
他转过身来但什么也没有看到,他,102.77,看到,105.03
我在这儿在苹果树下那声音说,我,106.43,说,110.39
你是谁小王子说,你,111.16,说,113.41
你很漂亮,你,114.23,漂亮,115.02
我是一只狐狸狐狸说,我,116.11,说,119.46
来和我一起玩儿吧小王子建议道,来,120.32,道,122.94
我很苦恼,我,123.71,苦恼,125.7
我不能和你一起玩狐狸说,我,126.54,说,129.07
我还没有被驯服呢,我,130.14,呢,132.16
啊真对不起小王子说,啊,132.97,说,136.35
思索了一会儿他又说道什么叫驯服呀,思索,136.77,呀,141.1
你不是此地人狐狸说,你,141.88,说,144.62
你来寻找什么,你,145.28,什么,146.59
我来找人小王子说,我,147.54,说,149.85
什么叫驯服呢,什么,150.53,呢,152.1
人狐狸说,人,153.0,说,154.86
他们有枪,他们,155.37,枪,156.23
他们还打猎,他们,156.71,打猎,157.56
这真碍事,这,158.02,碍事,158.8
他们也养鸡,他们,159.36,鸡,160.38
这些是他们唯一的可取之处,这些,160.95,处,163.29
你是来寻找鸡的吗,你,163.92,吗,165.11
不小王子说,不,165.88,说,167.45
我是来找朋友的,我,168.17,的,169.32
什么叫驯服呢,什么,169.98,呢,171.34
这是已经早就被人遗忘了的事情狐狸说,这,172.68,说,176.51
它的意思就是建立联系,它,177.28,联系,179.98
建立联系,建立,180.8,联系,181.59
一点不错狐狸说,一点,182.19,说,184.49
对我来说你还只是一个小男孩儿就像其他千万个小男孩儿一样,对,185.23,一样,190.83
我不需要你你也同样用不着我,我,191.39,我,194.23
对你来说我也不过是一只狐狸和其他千万只狐狸一样,对,194.96,一样,200.71
但是如果你驯服了我我们就互相不可缺少了,但是,201.67,了,206.6
对我来说你就是世界上唯一的了,对,207.37,了,209.75
我对你来说也是世界上唯一的了,我,210.35,了,212.95
我有点儿明白了小王子说,我,213.9,说,217.03
有一朵花我想她把我驯服了,有,217.88,了,221.61
这是可能的狐狸说,这,221.98,说,224.49
世界上什么样的事儿都可能看到,世界,225.34,看到,227.77
啊这不是在地球上的事儿小王子说,啊,228.45,说,232.11
狐狸感到十分蹊跷,狐狸,232.97,蹊跷,234.2
在另一个星球上,在,234.89,上,236.37
是的,是,236.89,的,237.31
在那个星球上有猎人吗,在,237.94,吗,240.1
没有,没有,240.8,没有,241.29
这很有意思,这,241.96,意思,242.85
那么有鸡吗,那么,243.25,吗,244.85
没有,没有,245.55,没有,246.11
没有十全十美的狐狸叹息的说道,没有,247.06,说道,250.85
可是狐狸又把话题拉回来,可是,251.38,回来,253.31
我的生活很单调,我,254.05,单调,255.59
我捕捉鸡而人又捕捉我,我,256.22,我,258.84
所有的鸡全都一样,所有,259.34,一样,260.8
所有的人也全都一样,所有,261.04,一样,262.63
因此我感到有些厌烦了,因此,263.05,了,265.39
但是如果你要是驯服了我我的生活就一定会是欢快的,但是,266.25,的,270.87
我会辨认出一种与众不同的脚步声,我,271.48,声,273.68
其他的脚步声会使我躲到地下去而你的脚步声就会像音乐一样让我从洞里走出来,其他,273.95,出来,280.92
再说你看你看到那边的麦田没有,再,281.57,没有,284.37
我不吃面包,我,284.94,面包,285.81
麦子对我来说一点儿用也没有,麦子,286.27,没有,288.19
我对麦田无动于衷,我,289.08,无动于衷,290.57
而这真使人扫兴,而,291.16,扫兴,293.29
但是你有着金黄色的头发,但是,294.09,头发,296.21
那么一旦你驯服了我这就会十分美妙,那么,296.76,美妙,300.37
麦子是金黄色的,麦子,300.97,的,302.75
它就会使我想起你,它,303.19,你,304.6
而且我甚至会喜欢那风吹麦浪的声音,而且,305.19,声音,308.51
狐狸沉默不语久久地看着小王子,狐狸,309.74,小王子,313.06
请你驯服我吧它说,请,313.82,说,316.68
我是很愿意的小王子回答道,我,317.6,道,320.09
可我的时间不多了,可,320.74,了,321.95
我还要去寻找朋友,我,322.5,朋友,323.71
还有许多事物要了解,还,324.26,了解,325.73
只有被驯服了的事物才会被了解狐狸说,只有,326.53,说,330.56
人不会再有时间去了解任何东西的,人,331.55,的,334.29
他们总是到商人那里去购买现成的东西,他们,334.86,东西,337.72
因为世界上还没有购买朋友的商店所以人也就没有朋友,因为,338.2,朋友,343.12
如果你想要一个朋友那就驯服我吧,如果,343.84,吧,347.46
那么应当做些什么呢小王子说,那么,348.26,说,351.73
应当非常耐心狐狸回答道,应当,352.24,道,355.23
开始你就这样坐在草丛中坐得离我稍微远些,开始,355.69,些,359.41
我用眼角瞅着你,我,359.95,你,361.08
你什么也不要说,你,361.42,说,362.31
话语是误会的根源,话语,362.82,根源,364.79
但是每天你坐得靠我更近些,但是,365.4,些,368.42
第二天小王子又来了,第二,369.8,了,372.15
最好还是在原来的那个时间来狐狸说道,最,372.83,说道,376.18
比如说你下午四点钟来那么从三点钟起我就开始感到幸福,比如,376.81,幸福,382.25
时间越接近我就越感到幸福,时间,382.78,幸福,385.59
到了四点钟的时候我就会坐立不安,到,386.07,坐立不安,388.74
我就会发现幸福的代价,我,389.28,代价,391.16
但是如果你随便什么时候来我就不知道在什么时候该准备好我的心情,但是,392.01,心情,397.79
应当有一定的仪式,应当,398.19,仪式,399.72
仪式是什么小王子问道,仪式,400.75,问道,404.16
这也是一种早已被人忘却了的事儿狐狸说,这,404.67,说,408.79
它就是使某一天与其他日子不同使某一时刻与其他时刻不同,它,409.53,不同,415.11
比如说我的那些猎人就有一种仪式,比如,415.64,仪式,418.54
他们每星期四都和村子里的姑娘们跳舞,他们,418.9,跳舞,422.11
于是星期四就是一个美好的日子,于是,422.63,日子,425.12
我可以一直散步到葡萄园去,我,425.75,去,427.58
如果猎人们什么时候都跳舞天天又全都一样那么我也就没有假日了,如果,428.03,了,433.72
就这样小王子驯服了狐狸,就,434.58,狐狸,437.04
当离别的时刻就快要来到时啊狐狸说,当,437.68,说,442.19
我一定会哭的,我,442.93,的,444.21
这是你的过错小王子说,这,445.28,说,447.62
我本来并不想给你任何痛苦可你却要我驯服你,我,448.19,你,452.27
是这样的狐狸说,是,452.89,说,455.05
你可就要哭了小王子说,你,455.87,说,458.92
当然啰狐狸说,当然,459.53,说,461.48
那么你什么好处也没得到,那么,462.32,得到,464.61
由于麦子颜色的缘故我还是得到了好处狐狸说,由于,465.46,说,470.34
然后它又接着说再去看看那些玫瑰花吧,然后,470.94,吧,475.16
你一定会明白你的那朵是世界上独一无二的玫瑰,你,475.62,玫瑰,480.61
你回来和我告别时我再赠送给你一个秘密,你,481.11,秘密,485.07
于是小王子又去看那些玫瑰,于是,486.25,玫瑰,488.48
你们一点儿也不像我的那朵玫瑰,你们,489.63,玫瑰,491.97
你们还什么都不是呢小王子对她们说,你们,492.55,说,495.82
没有人驯服过你们,没有,496.56,你们,497.75
你们也没有驯服过任何人,你们,498.19,人,500.01
你们就像我的狐狸过去那样,你们,500.59,那样,502.23
它那时只是和千万只别的狐狸一样的一只狐狸,它,502.83,狐狸,506.4
但是我现在已经把它当成了我的朋友,但是,507.03,朋友,509.8
于是它现在就是世界上独一无二的了,于是,510.37,了,513.45
这时那些玫瑰花显得十分难堪,这时,514.53,难堪,517.49
你们很美但你们是空虚的小王子继续说,你们,518.38,说,523.48
没有人能为你们去死,没有,524.26,死,526.15
当然我的那朵玫瑰花一个普通的过路人以为她和你们一样,当然,527.0,一样,531.87
可是她单独一朵就比你们全体更重要,可是,532.64,重要,535.91
因为她是我浇灌的,因为,536.59,的,537.91
因为她是我放在花罩中的,因为,538.45,的,540.52
因为她是我用屏风保护起来的,因为,541.15,的,543.4
因为她身上的毛虫除了留下两三只为了变蝴蝶而外是我除灭的,因为,544.01,的,549.86
因为我倾听过她的埋怨和自诩甚至有时我聆听着她的沉默,因为,550.38,沉默,556.33
因为她是我的玫瑰,因为,557.11,玫瑰,559.49
他又回到了狐狸身边,他,559.81,身边,561.47
再见了小王子说道,再见,562.39,说道,564.7
再见狐狸说,再见,565.49,说,567.4
喏这就是我的秘密很简单只有用心才能看得清,呐,568.26,清,574.63
实质性的东西用眼睛是看不见的,实质性,575.48,的,578.79
实质性的东西用眼睛是看不见的小王子重复着这句话以便能把它记在心间,实质性,580.05,间,588.99
正因为你为你的玫瑰花费了时间这才使你的玫瑰变得如此重要,正,590.11,重要,595.73
正因为你为你的玫瑰花费了时间小王子又重复着要使自己记住这些,正,596.85,这些,604.03
人们已经忘记了这个道理狐狸说,人们,605.19,说,608.66
可是你不应该忘记它,可是,609.16,它,611.1
你现在要对你驯服过的一切负责到底,你,611.51,到底,614.83
你要对你的玫瑰负责,你,615.5,负责,617.03
我要对我的玫瑰负责小王子又重复着这样他能够记住,我,618.01,记住,625.12
你好小王子说道,你,626.06,说道,627.98
你好扳道工说道,你,628.72,说道,630.91
你在这里做什么小王子问,你,631.72,问,634.48
我一包包地分选旅客按每千人一包扳道工说,我,635.15,说,640.23
我打发这些运载旅客的列车,我,640.6,列车,642.99
一会儿发往右方一会儿发往左方,一会儿,643.31,左方,646.03
这时一列灯火明亮的快车雷鸣般地响着把扳道房震得颤颤悠悠,这时,646.98,颤悠,653.05
他们真匆忙呀小王子说,他们,653.98,说,656.35
他们要寻找什么,他们,656.9,什么,658.13
开机车的人自己也不知道扳道工说道,开,658.64,说道,662.34
于是第二列灯火通明的快车又朝着相反的方向轰隆轰隆地开过去,于是,663.1,过去,668.35
他们怎么又回来了呢小王子问道,他们,669.13,问道,672.28
他们不是原来那些人了扳道工说,他们,673.05,说,675.81
这是一次对开列车,这,676.48,列车,678.2
他们不满意他们原来所住的地方吗,他们,679.05,吗,681.82
人们是从来也不会满意自己所在的地方的扳道工说,人们,682.28,说,687.05
此时第三趟灯火明亮的快车又隆隆而过,此时,687.51,过,691.21
他们是在追随第一批旅客吗小王子问道,他们,692.08,问道,696.39
他们什么也不追随扳道工说,他们,697.07,说,699.42
他们在里面睡觉或是在打哈欠,他们,700.13,打哈欠,703.23
只有孩子们把鼻子贴在玻璃窗上往外看,只有,703.76,看,707.07
只有孩子知道他们自己在寻找什么小王子说,只有,708.12,说,712.62
他们为一个布娃娃花费不少时间,他们,713.5,时间,716.08
这个布娃娃就成了很重要的东西,这,716.53,东西,718.89
如果有人夺走了他们的布娃娃他们就哭泣,如果,719.31,哭泣,723.1
他们真幸运扳道工说,他们,723.91,说,726.63
你好小王子说,你,0.0,说,1.66
你好商人说道,你,2.32,说道,4.07
这是一位贩卖能够止渴的精致药丸的商人,这,4.93,商人,7.9
每周吞服一丸就不会感觉口渴,每,8.47,口渴,10.79
你为什么卖这玩意儿小王子说,你,11.84,说,14.55
这就大大地节约了时间商人说,这,15.6,说,18.74
专家们计算过这样每周可以节约五十三分钟,专家们,19.3,分钟,23.39
那么用这五十三分钟做什么用,那么,23.96,用,26.78
随便怎么用都行,随便,27.65,行,28.95
小王子自言自语地说我如果有五十三分钟可支配我就悠哉悠哉地向水泉走去,小王子,30.09,去,38.02
这是我在沙漠上出了事故的第八天,这,38.97,天,41.72
我听着有关这个商人的故事喝完了我所备用的最后一滴水,我,42.7,水,46.82
啊我对小王子说你回忆的这些故事真美,啊,48.18,美,52.36
可是我还没有修好我的飞机,可是,53.18,飞机,55.58
我没有喝的了,我,56.19,了,56.98
假如我能悠哉悠哉地走到水泉边去我一定也会很高兴的,假如,57.67,的,62.41
小王子对我说我的朋友狐狸,小王子,63.49,狐狸,66.52
我的小家伙现在还说什么狐狸,我,67.46,狐狸,69.72
为什么,为什么,70.51,为什么,71.11
因为我就要渴死了,因为,72.07,了,74.56
他不理解我的思路,他,75.66,思路,76.75
他回答我道即使快要死了有过一个朋友也好么,他,77.47,么,81.93
我就为我有过一个狐狸朋友而感到高兴,我,82.62,高兴,85.48
他不顾危险我自己思量着,他,86.71,着,89.47
他从来不知道饥渴,他,90.22,饥渴,91.48
只要有点儿阳光他就满足了,只要,92.09,了,93.94
他看着我答复着我的思想我也渴了,他,94.8,了,98.58
我们去找一口井吧,我们,99.3,吧,101.07
我显出厌烦的样子,我,102.26,样子,103.4
在茫茫的大沙漠上盲目地去找水井,在,103.97,水井,106.91
真荒唐,真,107.43,荒唐,108.16
然而我们还是开始去寻找了,然而,109.18,了,111.63
当我们默默地走了好几个小时以后天黑了下来,当,112.89,下来,116.45
星星开始发出光亮,星星,117.24,光亮,119.1
由于渴我有点儿发烧,由于,120.15,发烧,121.99
我看着这些星星像是在做梦一样,我,122.69,一样,124.89
小王子的话在我的脑海中跳来跳去,小王子,125.67,跳来,128.48
你也渴吗我问他,你,129.71,他,131.5
他却不回答我的问题只是对我说水对心也是有益处的,他,132.11,的,137.68
我不懂他的话是什么意思,我,138.76,意思,140.19
可我也不做声,可,140.87,不说话,142.04
我知道不应该去问他,我,142.87,他,144.37
他累了,他,145.19,了,145.75
他坐下来,他,146.55,下来,147.25
我在他身旁坐下,我,147.83,下,148.86
沉默了一会儿他又说道星星是很美的因为有一朵人们看不到的花,沉默,149.57,花,156.33
我回答道当然,我,157.28,当然,158.86
而我默默地看着月光下沙漠的褶皱,而,159.48,褶皱,162.93
沙漠是美的他又说道,沙漠,163.84,说道,167.22
确实如此我一直很喜欢沙漠,确实,168.06,沙漠,170.43
坐在一个沙丘上什么也看不见听不见但是却有一种说不出的东西在默默地放着光芒,坐,170.97,光芒,178.51
使沙漠更加美丽的就是在某个角落里藏着一口井,使,179.89,井,184.6
我很惊讶突然明白了为什么沙漠放着光芒,我,185.73,光芒,189.39
当我还是一个小孩子的时候我住在一座古老的房子里而且传说这个房子里埋藏着一个宝贝,当,190.24,宝贝,197.03
当然从来没有任何人能发现这个宝贝,当然,197.8,宝贝,200.83
可能甚至也没有人去寻找过,可能,201.58,过,204.07
但是这个宝贝使整个房子着了魔似的,但是,204.77,似的,208.55
我家的房子在它的心灵深处隐藏着一个秘密,我,209.55,秘密,212.67
是的我对小王子说道,是,213.49,说道,215.44
无论是房子星星或是沙漠使它们美丽的东西是看不见的,无论,216.03,的,220.7
我真高兴你和我的狐狸的看法一样小王子说,我,221.52,说,225.97
小王子睡觉了,小王子,227.06,了,228.07
我就把他抱在怀里又重新上路了,我,228.86,了,232.12
我很激动就好像抱着一个脆弱的宝贝就好像在地球上没有比这更脆弱的了,我,232.98,了,238.97
我借着月光看着这惨白的面额这双紧闭的眼睛这随风飘动的缕缕头发,我,239.55,头发,245.9
这时我对自己说道我所看到的仅仅是外表最重要的是看不见的,这时,246.74,的,253.84
由于看到他稍稍张开的嘴唇露出一丝微笑我又自言自语地说道在这个熟睡了的小王子身上使我非常感动的是他对他那朵花的忠诚是在他心中闪烁的那朵玫瑰花的形象,由于,255.03,形象,270.86
这朵玫瑰花即使在小王子睡着了的时候也像一盏灯的火焰一样在他身上闪耀着光辉,这,272.08,光辉,278.61
这时我就感觉到他更加脆弱,这时,279.93,脆弱,282.55
应该保护灯焰,应该,283.12,灯芯,283.99
一阵风就可能把它吹灭,一,284.83,灭,286.46
于是就这样走着我在黎明时发现了水井,于是,287.51,水井,292.24
那些人们他们往快车里拥挤但是他们却不知道要寻找什么,那些,293.23,什么,298.99
于是他们就忙忙碌碌来回转圈子,于是,299.73,圈子,302.87
他接着又说这没有必要,他,303.93,必要,306.22
我们终于找到的这口井不同于撒哈拉的那些井,我们,306.83,井,310.21
撒哈拉的井只是沙漠中挖的洞,撒哈拉,310.8,洞,313.04
这口井则很像村子中的井,这,313.65,井,316.21
可是那里又没有任何村庄,可是,317.0,村庄,319.77
我还以为是在做梦呢,我,320.3,呢,321.7
真怪我对小王子说,真,322.91,说,324.92
一切都是现成的辘轳水桶绳子,一切,325.59,绳子,329.28
他笑了拿着绳子转动着辘轳,他,330.26,辘轳,333.02
辘轳就像是一个长期没有风来吹动的旧风标一样吱吱作响,辘轳,333.52,作响,338.43
你听小王子说,你,339.33,说,341.19
我们唤醒了这口井,我们,341.77,井,343.06
它现在唱起歌来了,它,343.47,了,345.02
我不愿让他费劲,我,345.81,费劲,346.88
让我来干吧我对他说,让,347.67,说,349.58
这活儿对你太重了,这,350.08,了,351.47
我慢慢地把水桶提到井栏上,我,352.04,上,353.98
我把它稳稳地放在那里,我,354.77,那里,356.1
我的耳朵里还响着辘轳的歌声,我,356.8,歌声,358.8
依然还在晃荡的水面上我看见太阳的影子在跳动,依然,359.63,跳动,363.68
我正需要喝这种水小王子说,我,364.5,说,367.1
给我喝点儿,给,367.47,点,368.34
这时我才明白了他所寻找的是什么,这时,369.34,什么,372.37
我把水桶提到他的嘴边,我,373.16,嘴边,374.73
他闭着眼睛喝水就像节日一般舒适愉快,他,375.27,愉快,378.71
这水远不只是一种饮料,这,379.78,饮料,381.86
它是披星戴月走了许多路才找到的,它,382.55,的,384.73
是在辘轳的歌声中经过我双臂的努力得来的,是,385.5,的,388.72
它像是一件礼品慰藉着心田,它,389.55,心田,391.63
在我小的时候圣诞树的灯光午夜的弥撒的音乐甜蜜的微笑这一切都使圣诞节时我收到的礼品辉映着幸福的光彩,在,392.36,光彩,402.71
你这里的人在同一个花园中种植着五千朵玫瑰小王子说,你,403.09,说,408.38
可是他们却不能从中找到自己所要寻找的东西,可是,408.85,东西,412.96
他们是找不到的我回答道,他们,413.98,道,415.92
然而他们所寻找的东西却是可以从一朵玫瑰花或一点儿水中找到的,然而,416.58,的,423.48
一点儿不错我回答道,一点,424.22,道,426.31
小王子又加了一句眼睛是什么也看不见的应该用心去寻找,小王子,427.02,寻找,433.59
我喝了水,我,434.82,水,435.5
我痛快地呼吸着空气,我,435.92,空气,437.4
沙漠在晨曦中泛出蜂蜜的光泽,沙漠,438.06,光泽,440.39
这蜂蜜般的光泽也使我感到幸福,这,440.95,幸福,443.33
为什么我要难过,为什么,444.41,难过,446.15
小王子又重新在我的身边坐下,小王子,447.23,坐下,449.43
他温柔地对我说你应该实践你的诺言,他,450.0,诺言,453.77
什么诺言,什么,454.88,诺言,455.45
