tree,first_word,last_word,first_onset,last_offset,duration
because flowers are ephemeral, because, ephemeral,200.812,202.442,1.63
what does that mean ephemeral, what, ephemeral,203.205,204.969,1.764
geography books said the geographer of all books are the most concerned with matters of consequence, geography, consequence,206.002,212.202,6.2
they never become out dated, they, dated,212.582,214.216,1.634
it is very rare that a mountain changes position, it, position,214.954,218.02,3.066
it is very rare that an ocean empties itself of its water, it, water,218.425,221.956,3.531
we write about eternal things, we, things,222.44,224.46,2.02
but extinct volcanoes can wake up interrupted the little prince, but, prince,225.348,229.29,3.942
what does ephemeral mean, what, mean,229.7,231.509,1.809
whether volcanoes are extinct or active is of no consequence to us said the geographer, whether, geographer,232.436,237.484,5.048
the thing that matters to us is the mountain, the, mountain,238.008,240.597,2.589
it does not change, it, change,240.921,242.25,1.329
but what does ephemeral mean repeated the little prince who had never in his life let go of a question once he had asked it, but, it,243.038,249.955,6.917
it means which is at risk of imminent disappearance, it, disappearance,250.863,254.561,3.698
is my flower at risk of imminent disappearance, is, disappearance,255.668,258.313,2.645
of course, of, course,258.707,259.291,0.584
my flower is ephemeral, my, ephemeral,260.179,261.479,1.3
the little prince said to himself, the, himself,261.774,263.318,1.544
and she has only four thorns to defend herself against the world, and, world,264.031,267.686,3.655
and i have left her all alone on my planet, and, planet,267.871,270.52,2.649
that was his first moment of regret but he took heart once again, that, again,271.478,275.505,4.027
what place would you advise me to visit he asked, what, asked,276.653,279.217,2.564
the planet earth replied the geographer, the, geographer,279.7,281.769,2.069
it has a good reputation, it, reputation,282.213,283.553,1.34
and the little prince went away thinking of his flower, and, flower,284.481,287.235,2.754
so the seventh planet was the earth, so, earth,288.666,290.645,1.979
the earth is not just any old planet, the, planet,291.493,293.823,2.33
it has one hundred and eleven kings not forgetting of course the negro kings amongst them, it, them,294.541,299.574,5.033
seven thousand geographers, seven, geographers,300.033,301.727,1.694
nine hundred thousand businessmen, nine, businessmen,301.927,303.702,1.775
seven million five hundred thousand heavy drinkers, seven, drinkers,303.702,306.992,3.29
three hundred and eleven million conceited men, three, men,306.992,309.894,2.902
that is to say about two billion grownups, that, grownups,310.158,313.126,2.968
to give you an idea of the size of the earth i will tell you that before the invention of electricity it was necessary to maintain over the span of the six continents a veritable army of four hundred and sixty two thousand five hundred and eleven streetlamp lighters, to, lighters,313.964,329.657,15.693
seen from a distance it made a wonderful spectacle, seen, spectacle,330.286,333.579,3.293
the movements of this army were regulated like those of an opera ballet, the, ballet,334.397,338.151,3.754
first came the turn of the lamplighters of new zealand and australia, first, australia,338.9,342.439,3.539
having set their lamps alight they would go off to bed, having, bed,342.908,346.072,3.164
next came the turn of the lamplighters of china and siberia to enter into the dance, next, dance,346.401,351.319,4.918
then they too would disappear into the wings, then, wings,351.778,354.292,2.514
then came the turn of the lamplighters of russia and the indies, then, indies,354.676,358.38,3.704
then those of africa and europe, then, europe,358.824,360.983,2.159
then those of south america, then, america,361.327,362.767,1.44
then those of north america, then, america,363.101,364.461,1.36
and never would they make a mistake in their order of entry on stage, and, stage,364.78,369.019,4.239
it was magnificent, it, magnificent,369.458,371.202,1.744
only the lamplighter of the single lamp of the north pole and his colleague at the single lamp of the south pole led lives of leisure, only, leisure,372.23,379.912,7.682
they worked twice a year, they, year,380.271,381.725,1.454
when one wants to be witty it can happen that one bends the truth a little, when, little,382.889,387.158,4.269
i have not been entirely honest in telling you about the lamplighters, i, lamplighters,387.816,391.79,3.974
i run the risk of giving a fasle idea of our planet to those who do not know it, i, it,392.294,396.728,4.434
men take up very little space on the earth, men, earth,397.386,400.165,2.779
if the two billion people who inhabit the earth were to stand upright and Suash together a little like for a meeting they would easily fit on one public Suare twenty miles long and twenty miles wide, if, wide,401.043,413.058,12.015
all humanity could be piled up on the smallest pacific islet, all, islet,413.537,417.97,4.433
the grownups of course will not believe you, the, you,418.578,420.577,1.999
they picture themselves as taking up a lot of space, they, space,421.036,423.771,2.735
they think themselves as important as the baobabs, they, baobabs,423.97,426.939,2.969
therefore you should advise them to do the math, therefore, math,427.602,429.747,2.145
they adore numbers and that will please them, they, them,430.146,432.141,1.995
but do not waste your time on this chore, but, chore,432.435,434.43,1.995
there is no point, there, point,434.43,435.35,0.92
you trust me, you, me,435.35,436.088,0.738
the little prince having arrived on earth was very surprised not to see anyone, the, anyone,437.605,441.644,4.039
he had already started to worry that he had got the wrong planet when a moon colored coil stirred in the sand, he, sand,442.098,448.66,6.562
good evening said the little prince courteously, good, courteously,449.528,452.102,2.574
good evening said the snake, good, snake,452.8,454.555,1.755
on what planet have i come down on asked the little prince, on, prince,455.627,458.791,3.164
onto earth in africa the snake answered, onto, answered,459.474,462.522,3.048
oh so there is no one on earth, oh, earth,462.761,465.41,2.649
this is the desert, this, desert,466.128,467.382,1.254
there is no one in the deserts, there, deserts,467.682,469.331,1.649
the earth is large said the snake, the, snake,469.561,471.705,2.144
the little prince sat down on a stone and raised his eyes toward the sky, the, sky,472.573,476.817,4.244
i wonder he said if the stars are lit so that each of us can one day find his own again, i, again,477.814,483.757,5.943
look at my planet, look, planet,484.206,485.43,1.224
it is right there above us, it, us,485.854,487.273,1.419
but it is so far away, but, away,487.578,488.982,1.404
it is beautiful said the snake, it, snake,489.85,491.789,1.939
what has brought you here, what, here,492.158,493.627,1.469
i have been having some trouble with a flower said the little prince, i, prince,494.605,497.814,3.209
ah said the snake, ah, snake,498.472,500.166,1.694
and they were silent, and, silent,500.715,501.68,0.965
where are the men asked the little prince at last, where, last,503.176,505.845,2.669
it is a bit lonely in the desert, it, desert,506.094,508.088,1.994
it is also lonely amongst men the snake said, it, said,509.046,512.145,3.099
the little prince gazed at him for a long time, the, time,513.282,515.757,2.475
you are a funny animal he said finally as thin as a finger, you, finger,516.61,520.928,4.318
but i am more powerful than the finger of a king said the snake, but, snake,521.386,525.46,4.074
the little prince smiled, the, smiled,526.148,527.528,1.38
you are not very powerful, you, powerful,528.182,529.767,1.585
you have not even got any legs, you, legs,529.767,532.197,2.43
you can not even travel, you, travel,532.197,533.414,1.217
i can carry you further than a ship said the snake, i, snake,534.387,537.57,3.183
he wrapped himself around the little prince 's ankle like a golden bracelet, he, bracelet,538.239,542.677,4.438
whoever i touch i send him back to the earth from which he came, whoever, came,543.585,547.818,4.233
he continued, he, continued,548.182,548.857,0.675
but you are pure and you come from a star, but, star,549.326,552.574,3.248
the little prince made no reply, the, reply,553.442,555.151,1.709
i feel sorry for you so weak on this earth made of granite, i, granite,556.279,560.327,4.048
i can help you if someday you become too homesick for your planet, i, planet,561.245,565.697,4.452
i can, i, can,565.882,566.861,0.979
i understand very well said the little prince, i, prince,567.85,570.469,2.619
but why do you always speak in riddles, but, riddles,570.893,573.291,2.398
i solve them all said the snake, i, snake,574.249,576.613,2.364
and they were silent, and, silent,577.281,578.256,0.975
the little prince crossed the desert and met only with one flower a flower with three petals a nondescript flower belonging to no one, the, one,579.32,587.891,8.571
good morning said the little prince, good, prince,588.674,590.503,1.829
good morning said the flower, good, flower,591.032,592.631,1.599
where are the men asked the little prince politely, where, politely,593.375,596.133,2.758
the flower had once seen a caravan passing, the, passing,596.946,599.296,2.35
men i think there exists six or seven of them, men, them,599.83,603.198,3.368
i saw them years ago, i, ago,603.497,604.652,1.155
but you never know where to find them, but, them,604.846,606.486,1.64
they are blown here and there by the wind, they, wind,606.825,608.772,1.947
they lack roots, they, roots,609.11,610.48,1.37
it makes things very difficult for them, it, them,610.48,612.383,1.903
goodbye said the little prince, goodbye, prince,613.365,615.009,1.644
goodbye said the flower, goodbye, flower,615.473,616.977,1.504
the little prince climbed a high mountain, the, mountain,618.156,620.306,2.15
the only mountains he had ever known were the three volcanoes that came up to his knees and he used the extinct volcano as a footstool, the, footstool,620.989,628.766,7.777
from a mountain as high as this one he said to himself i will be able to see the entire planet all at once and all the people, from, people,629.848,637.145,7.297
but he saw nothing but sharp needles of rock, but, rock,638.028,640.776,2.748
good morning he said courteously, good, courteously,641.739,643.788,2.049
good morning good morning good morning answered the echo, good, echo,644.287,647.515,3.228
who are you said the little prince, who, prince,648.303,650.342,2.039
who are you who are you who are you answered the echo, who, echo,650.866,654.183,3.317
be my friends, be, friends,654.907,655.972,1.065
i am all alone he said, i, said,655.972,657.616,1.644
i am all alone all alone all alone answered the echo, i, echo,658.105,661.928,3.823
what a funny planet he thought, what, thought,662.95,664.953,2.003
it is all dry and all jagged and all barren and the people have no imagination, it, imagination,665.412,671.004,5.592
they repeat whatever you say to them, they, them,671.313,673.367,2.054
on my planet i had a flower, on, flower,674.2,675.825,1.625
she was always the first to speak, she, speak,676.104,678.003,1.899
but it happened that the little prince having walked for a long time through the sands rocks and snow at last came across a road and all roads lead to the dwellings of men, but, men,0.045,11.484,11.439
good morning he said, good, said,12.527,13.871,1.344
it was a garden covered in roses, it, roses,14.39,16.214,1.824
good morning said the roses, good, roses,16.793,18.737,1.944
good morning, good, morning,19.575,20.24,0.665
good morning, good, morning,21.073,21.728,0.655
good morning, good, morning,22.411,23.026,0.615
the little prince gazed at them, the, them,24.628,26.157,1.529
they all looked just like his flower, they, flower,26.716,28.73,2.014
who are you he asked them stunned, who, stunned,29.528,31.677,2.149
we are roses the roses said, we, said,32.271,34.62,2.349
we are roses, we, roses,35.123,36.098,0.975
we are roses, we, roses,36.537,37.452,0.915
we are roses, we, roses,37.936,38.916,0.98
oh said the little prince, oh, prince,40.138,41.852,1.714
and he suddenly felt very unhappy, and, unhappy,42.511,44.675,2.164
his flower had told him that she was the only one of her kind in the universe and here were five thousand of them all alike in one single garden, his, garden,45.473,54.861,9.388
she would be very upset he said to himself if she saw this, she, this,55.749,59.516,3.767
she would cough and cough and pretend to die to avoid being laughed at and i would have to pretend to nurse her back to life to humble myself also because if i did not she really would allow herself to die, she, die,60.115,72.433,12.318
then he said to himself i thought i was rich with a flower that was one of a kind and all i have is a common rose, then, rose,73.361,81.077,7.716
that and my three volcanoes that come up to my knees, that, knees,81.67,84.825,3.155
one which is perhaps forever extinct, one, extinct,84.825,87.133,2.308
that does not make me a very great prince and lying in the grass he started to cry, that, cry,87.816,93.502,5.686
it was then that the fox appeared, it, appeared,94.73,96.644,1.914
good morning said the fox, good, fox,97.288,98.852,1.564
good morning responded the little prince politely who then turned around but saw nothing, good, nothing,99.67,105.042,5.372
i am right here the voice said under the apple tree, i, tree,105.615,108.568,2.953
who are you asked the little prince, who, prince,109.541,111.53,1.989
you are very pretty, you, pretty,111.959,112.889,0.93
i am a fox the fox said, i, said,113.672,115.435,1.763
come and play with me proposed the little prince, come, prince,116.213,118.673,2.46
i am so unhappy, i, unhappy,118.673,120.176,1.503
i can not play with you said the fox, i, fox,120.83,122.584,1.754
i am not tamed, i, tamed,122.898,123.718,0.82
oh i am sorry said the little prince, oh, prince,124.471,126.804,2.333
but after some thought he added what does that mean tame, but, tame,127.388,131.106,3.718
you are not from here said the fox, you, fox,131.799,133.528,1.729
what is it that you are looking for, what, for,134.121,135.466,1.345
i am looking for men said the little prince, i, prince,136.294,138.588,2.294
what does tame mean, what, mean,138.787,140.646,1.859
men said the fox they have guns and they hunt, men, hunt,141.459,144.872,3.413
it is very bothersome, it, bothersome,145.39,146.3,0.91
they also raise chickens, they, chickens,146.904,148.648,1.744
it is their sole interest, it, interest,148.942,150.037,1.095
are you looking for chickens, are, chickens,150.491,151.87,1.379
no said the little prince, no, prince,152.384,154.008,1.624
i am looking for friends, i, friends,154.217,155.737,1.52
what does tame mean, what, mean,155.966,157.411,1.445
it is something that is too often forgotten said the fox, it, fox,158.174,161.297,3.123
it means to establish bonds, it, bonds,161.491,163.885,2.394
to establish bonds, to, bonds,164.578,165.868,1.29
that is right said the fox, that, fox,166.332,167.876,1.544
to me you are still only a little boy just like a hundred thousand other little boys, to, boys,168.18,173.06,4.88
and i do not need you and you do not need me either, and, either,173.06,175.957,2.897
to you i am only a fox just like a hundred thousand other foxes, to, foxes,176.58,180.344,3.764
but if you tame me we will need each other, but, other,181.022,183.491,2.469
to me you will be unique in the entire world, to, world,184.029,186.973,2.944
to you i will be unique in the entire world, to, world,187.377,189.986,2.609
i am beginning to understand said the little prince, i, prince,190.894,193.533,2.639
there is a flower, there, flower,194.156,195.401,1.245
i think she has tamed me, i, me,195.401,196.695,1.294
it is possible said the fox, it, fox,197.443,199.122,1.679
on earth you see all kinds of things, on, things,199.421,201.9,2.479
oh but she is not on earth said the little prince, oh, prince,202.539,205.427,2.888
the fox seemed very intrigued, the, intrigued,206.126,207.77,1.644
on another planet, on, planet,208.244,209.289,1.045
yes, yes, yes,209.852,210.282,0.43
are there hunters on that planet, are, planet,211.205,213.145,1.94
no, no, no,213.828,214.238,0.41
that is interesting, that, interesting,214.971,216.081,1.11
and chickens, and, chickens,216.859,218.218,1.359
no, no, no,218.892,219.292,0.4
nothing is perfect sighed the fox, nothing, fox,220.623,222.862,2.239
but the fox came back to his idea, but, idea,223.665,225.49,1.825
my life is very monotonous, my, monotonous,226.707,228.402,1.695
I hunt chickens, i, chickens,228.821,229.785,0.964
men hunt me, men, me,230.01,230.74,0.73
all the chickens look alike and all the men look alike, all, alike,231.428,234.371,2.943
so i get a bit bored, so, bored,234.784,235.915,1.131
but if you tame me it would bring some sunlight into my life, but, life,236.474,240.442,3.968
i would come to know a sound of footsteps, i, footsteps,240.866,243.031,2.165
unlike any other other footsteps send me hurrying back underground yours would call me out of my burrow like music, unlike, music,243.031,251.06,8.029
and then look you see the wheat fields down there, and, there,251.364,254.352,2.988
i do not eat bread, i, bread,254.896,255.806,0.91
wheat is of no use to me, wheat, me,256.2,257.459,1.259
the wheat fields mean nothing to me and that is sad, the, sad,258.013,260.812,2.799
but your hair is the color of gold so it will be wonderful when you have tamed me, but, me,261.54,266.308,4.768
the wheat which is golden will remind me of you and i will love the sound of the wind blowing through the wheat, the, wheat,266.737,273.393,6.656
the fox went silent and gazed at the little prince for a long time, the, time,274.675,278.499,3.824
please tame me he said, please, said,279.232,281.74,2.508
i really want to the little prince replied, i, replied,282.678,285.092,2.414
but i do not have much time, but, time,285.092,287.115,2.023
i have friends to discover and many things to understand, i, understand,287.619,290.604,2.985
one only understands the things that one tames said the fox, one, fox,291.611,295.895,4.284
men no longer have the time to get to know anything, men, anything,296.239,299.323,3.084
they buy things ready made in the shops, they, shops,299.827,301.886,2.059
but as there are not any shops that sell friends men no longer have any friends, but, friends,302.469,306.873,4.404
if you want a friend tame me, if, me,307.671,309.815,2.144
what should i do asked the little prince, what, prince,311.002,313.275,2.273
you have to be very patient replied the fox, you, fox,314.178,316.921,2.743
first you will sit down a little way away from me like this in the grass, first, grass,317.355,321.414,4.059
i will watch you out of the corner of my eye and you will not say anything, i, anything,321.813,325.466,3.653
words are a source of misunderstandings, words, misunderstandings,325.979,328.069,2.09
but every day you will be able to sit a little closer, but, closer,328.558,331.686,3.128
the next day the little prince came back, the, back,333.028,335.002,1.974
it would have been better to come back at the same time of day said the fox, it, fox,335.915,339.838,3.923
if you come for example at four o clock in the afternoon from three o clock i would start to feel happy as the time got nearer, if, nearer,340.167,347.858,7.691
i would feel happier and happier already by four o clock, i, clock,347.858,351.591,3.733
i would be jumping about and getting restless, i, restless,351.591,353.85,2.259
i would come to learn the price of happiness, i, happiness,354.164,356.838,2.674
but if you come at just any time i would never know at what time my heart should be ready to greet you, but, you,357.506,362.454,4.948
we must observe the rites, we, rites,362.933,364.378,1.445
what is a rite asked the little prince, what, prince,365.34,367.499,2.159
they are also something too often forgotten said the fox, they, fox,368.557,372.06,3.503
they are what make one day different from other days one hour different from other hours, they, hours,372.733,378.081,5.348
there is a rite for example among my hunters, there, hunters,378.445,381.344,2.899
on thursdays they dance with the girls of the village so thursday is a wonderful day, on, day,381.828,387.29,5.462
i can go for a walk as far as the vineyards, i, vineyards,387.724,390.144,2.42
if the hunters danced on just any day all the days would be alike and i had never have any rest, if, rest,390.483,396.389,5.906
so the little prince tamed the fox, so, fox,397.597,399.821,2.224
and when the time to leave drew near oh said the fox i will cry, and, cry,400.295,405.85,5.555
it is your fault said the little prince, it, prince,406.579,409.024,2.445
i never wished you any harm but you wanted me to tame you, i, you,409.024,412.726,3.702
i know said the fox, i, fox,413.344,414.988,1.644
but you are going to cry said the little prince, but, prince,415.667,418.091,2.424
i know said the fox, i, fox,418.849,420.577,1.728
so all this has done you no good at all, so, all,421.011,423.591,2.58
it has done me good said the fox, it, fox,424.319,426.712,2.393
because of the color of the wheat, because, wheat,427.141,428.771,1.63
and then he added go and see the roses again, and, again,429.703,432.931,3.228
you will understand that yours is unique in the entire world, you, world,433.455,436.784,3.329
then come back to say goodbye to me and i will make you a present of a secret, then, secret,437.433,441.8,4.367
the little prince went away to see the roses again, the, again,443.432,445.916,2.484
you are not like my rose at all, you, all,446.929,448.644,1.715
you are nothing yet he told them, you, them,448.988,451.017,2.029
no one has tamed you and you have not tamed anyone, no, anyone,451.306,454.42,3.114
you are like my fox used to be, you, be,454.745,456.579,1.834
he was only a fox just like a hundred thousand others but i have made him my friend and now he is unique in the entire world, he, world,457.137,465.474,8.337
and the roses were very embarrassed, and, embarrassed,466.317,468.262,1.945
you are beautiful but you are empty he went on, you, on,469.03,472.268,3.238
one could not die for you, one, you,472.652,474.301,1.649
of course an ordinary passer by would think that my rose looked just like you, of, you,475.164,479.128,3.964
but she alone is more important than all of you because it is her that i watered, but, watered,479.647,485.14,5.493
because it is her that i put under the glass dome, because, dome,485.14,487.529,2.389
because it is her that i sheltered behind the screen, because, screen,488.012,490.532,2.52
because it is for her that i killed the caterpillars except two or three to become butterflies, because, butterflies,490.841,496.238,5.397
because it is her that i listened to grumble or boast or even sometimes when she said nothing, because, nothing,496.846,502.13,5.284
because she is my rose, because, rose,502.698,504.283,1.585
and he went back to the fox, and, fox,505.251,506.7,1.449
goodbye he said, goodbye, said,507.528,508.967,1.439
goodbye said the fox, goodbye, fox,509.745,511.338,1.593
here is my secret, here, secret,512.012,513.076,1.064
it is very simple, it, simple,513.41,514.295,0.885
one only sees clearly with the heart, one, heart,515.382,517.846,2.464
what is essential is invisible to the eye, what, eye,518.45,521.079,2.629
what is essential is invisible to the eye repeated the little prince so as to remember, what, remember,522.017,527.005,4.988
it is the time you have wasted on your rose that makes your rose so important, it, important,528.088,533.13,5.042
it is the time that i have wasted on my rose said the little prince so as to remember, it, remember,534.018,538.857,4.839
the men have forgotten this truth said the fox but you must not forget it, the, it,539.839,544.99,5.151
you become forever responsible for that which you have tamed, you, tamed,545.669,549.168,3.499
you are responsible for your rose, you, rose,549.796,552.031,2.235
i am responsible for my rose repeated the little prince so as to remember, i, remember,552.844,557.262,4.418
good morning said the little prince, good, prince,558.456,560.32,1.864
good morning said the railway switchman, good, switchman,560.919,562.993,2.074
what do you do here the little prince asked, what, asked,563.881,566.105,2.224
i sort travelers in packs of a thousand said the switchman, i, switchman,566.763,570.056,3.293
i dispatch the trains that carry them sometimes to the right sometimes to the left, i, left,570.575,574.763,4.188
and a brilliantly lit express train rumbling like thunder shook the switchman 's cabin, and, cabin,575.496,580.939,5.443
they really are in a hurry said the little prince, they, prince,581.807,584.486,2.679
what is it that they are looking for, what, for,585.19,586.584,1.394
not even the locomotive engineer knows that said the switchman, not, switchman,587.288,590.776,3.488
a second brilliantly lit express thundered by in the opposite direction, a, direction,591.514,595.683,4.169
are they back already asked the little prince, are, prince,596.526,599.014,2.488
these are not the same ones said the switchman, these, switchman,599.568,601.797,2.229
it is an exchange, it, exchange,602.156,603.211,1.055
were not they happy where they were, were, were,603.964,605.494,1.53
no one is ever happy where they are said the switchman, no, switchman,606.282,609.011,2.729
a third brilliantly lit express thundered by, a, by,609.884,612.648,2.764
are they chasing after the first travelers asked the little prince, are, prince,613.536,617.114,3.578
they are not chasing after anything at all said the switchman, they, switchman,617.838,620.786,2.948
they are asleep in there or if not they are yawning, they, yawning,621.12,623.814,2.694
only the children are Suashing their noses up against the windows, only, windows,624.363,627.682,3.319
only the children know what they are after said the little prince, only, prince,628.56,631.794,3.234
they waste their time with a rag doll and it becomes very important to them, they, them,632.093,636.411,4.318
and if someone takes it away from them they cry, and, cry,636.905,639.344,2.439
they are lucky said the switchman, they, switchman,640.103,641.896,1.793
good morning said the little prince, good, prince,0.015,1.874,1.859
good morning said the merchant, good, merchant,2.592,4.212,1.62
this was a merchant who sold pills that had been created to quench thirst, this, thirst,4.955,9.158,4.203
you could take one pill a week and you no longer felt the need to drink anything, you, anything,9.562,13.701,4.139
why are you selling those asked the little prince, why, prince,14.554,17.323,2.769
it is a big time saver said the merchant, it, merchant,17.826,20.39,2.564
experts have done calculations, experts, calculations,20.39,22.239,1.849
you save fifty three minutes per week, you, week,22.563,24.542,1.979
and what do i do with the fifty three minutes, and, minutes,25.515,27.744,2.229
you can do anything you like with them, you, them,28.402,29.762,1.36
myself the little prince said to himself if i had fifty three minutes to spend as i liked i would walk very slowly toward a spring of fresh water, myself, water,30.904,40.239,9.335
we were at the eighth day since my accident in the desert and i had listened to the story of the merchant as i drank the last drop of my water supply, we, supply,41.394,49.411,8.017
ah i said to the little prince these memories of yours are very charming, ah, charming,50.758,55.391,4.633
but i have not managed to repair my plane yet, but, yet,55.795,58.03,2.235
i have nothing left to drink and i too would be happy if i could walk slowly towards a spring of fresh water, i, water,58.523,64.99,6.467
my friend the fox he said to me, my, me,66.068,68.247,2.179
my dear fellow our situation has nothing to do with the fox anymore, my, anymore,68.81,72.914,4.104
why not, why, not,73.612,74.237,0.625
because we will die of thirst, because, thirst,74.915,76.575,1.66
he did not follow my reasoning and he answered me, he, me,77.358,79.912,2.554
it is nice to have had a friend even if you are about to die, it, die,80.591,83.715,3.124
myself i am glad to have had a fox as a friend, myself, friend,84.468,87.541,3.073
he never considers the danger i said to myself, he, myself,88.454,91.054,2.6
he has never been hungry or thirsty, he, thirsty,91.567,93.422,1.855
a little sunshine is all he needs, a, needs,93.816,95.696,1.88
but he looked at me and replied to my thought, but, thought,96.489,98.633,2.144
i am also thirsty, i, thirsty,99.152,100.222,1.07
let us look for a well, let, well,100.696,101.671,0.975
i made a gesture of weariness, i, weariness,102.624,104.393,1.769
it is absurd to look for a well at random in the immensity of the desert but we started walking anyway, it, anyway,104.633,111.039,6.406
when we had walked for hours in silence night fell and the stars began to come out, when, out,112.496,117.604,5.108
i saw them as if in a dream as my thirst had made me feverish, i, feverish,118.058,121.946,3.888
the little prince 's words danced in my memory, the, memory,122.869,125.419,2.55
so you are also thirsty i asked him, so, him,126.032,128.421,2.389
but he did not reply to my question, but, question,129.06,130.784,1.724
he said simply water can be good for the heart too, he, too,131.138,134.86,3.722
i did not understand his answer but i said nothing, i, nothing,135.813,138.822,3.009
i knew better than to press my questions, i, questions,139.346,141.465,2.119
he was tired, he, tired,142.283,142.963,0.68
he sat down, he, down,143.412,144.142,0.73
i sat down beside him and after a silence he spoke again, i, again,144.805,148.913,4.108
the stars are beautiful because of a flower that can not be seen, the, seen,150.18,153.499,3.319
i replied that is true, i, true,154.297,156.08,1.783
and i looked without saying anything at the folds of sand in the moonlight, and, moonlight,156.783,161.471,4.688
the desert is beautiful the little prince added, the, added,162.394,165.187,2.793
and it was true, and, true,166.03,166.82,0.79
i have always loved the desert, i, desert,167.174,168.683,1.509
you sit down on a sand dune, you, dune,169.581,171.151,1.57
you see nothing, you, nothing,171.52,172.33,0.81
you hear nothing and yet something radiates forth in the silence, you, silence,172.809,177.861,5.052
what makes the desert beautiful said the little prince is that somewhere it hides a well, what, well,179.088,184.909,5.821
i was surprised to suddenly understand this mysterious radiation of the sands, i, sands,186.486,191.26,4.774
when i was a little boy i lived in an old house and legend told that a treasure was buried there, when, there,192.407,198.4,5.993
of course no one had ever been able to find it or perhaps no one had even looked for it, of, it,198.824,204.181,5.357
but it cast an enchantment over that house, but, house,204.69,207.653,2.963
my home was hiding a secret in the depths of its heart, my, heart,208.107,211.521,3.414
yes i said to the little prince, yes, prince,212.369,214.398,2.029
whether the house the stars or the desert what gives them their beauty is something invisible, whether, invisible,215.181,220.673,5.492
i am glad he said that you agree with my fox, i, fox,221.765,224.784,3.019
as the little prince fell asleep i took him in my arms and set out walking again, as, again,226.36,230.954,4.594
i felt deeply moved, i, moved,231.657,233.141,1.484
it seemed to me that i was carrying a very fragile treasure, it, treasure,233.615,237.349,3.734
it even seemed to me that there was nothing more fragile on earth, it, earth,237.823,241.582,3.759
i looked in the moonlight at his pale forehead his closed eyes his locks of hair that trembled in the wind, i, wind,242.784,249.596,6.812
and i said to myself what i see here is only a shell, and, shell,250.095,254.088,3.993
that which is most important is invisible, that, invisible,254.701,256.986,2.285
as his slightly parted lips gave way to a half smile i continued what i find so deeply moving about this little sleeping prince is his devotion to a flower, as, flower,258.208,269.097,10.889
it is the image of a rose that shines in him like the flame of a lamp even when he is sleeping, it, sleeping,269.94,275.043,5.103
and i came to think of him as even more fragile, and, fragile,275.961,278.626,2.665
one has to look after lamps, one, lamps,279.953,281.747,1.794
a gust of wind can put them out, a, out,282.116,283.995,1.879
and continuing to walk i found the well at daybreak, and, daybreak,284.779,288.452,3.673
men said the little prince stuff themselves into express trains but they do not know what they are looking for, men, for,289.676,296.232,6.556
so they rush about and go in circles and he added it is not worth it, so, it,296.541,301.787,5.246
the well we had reached was not like the other wells of the sahara, the, sahara,303.369,306.728,3.359
the wells of the sahara are mere holes dug in the sand, the, sand,307.476,310.96,3.484
this one looked like a village well but there was no village there and i thought i was dreaming, this, dreaming,311.305,317.185,5.88
it is strange i said to the little prince, it, prince,318.158,320.482,2.324
everything has been prepared the pulley the bucket and the rope, everything, rope,320.896,324.349,3.453
he laughed took the rope and put the pulley to work, he, work,324.843,328.18,3.337
and the pulley moaned like an old weathervane when there has long been no wind, and, wind,328.748,333.337,4.589
can you hear that said the little prince, can, prince,334.165,336.369,2.204
we have woken up the well and it is singing, we, singing,336.658,338.887,2.229
i did not want him to tire himself out, i, out,339.73,341.76,2.03
let me do it i said, let, said,342.293,343.638,1.345
it is too heavy for you, it, you,343.962,344.952,0.99
i hoisted the bucket slowly to the edge of the well and set it down good and level, i, level,345.974,350.673,4.699
the song of the pulley continued in my ears and in the still trembling water i could see the sunlight shimmer, the, shimmer,351.276,358.064,6.788
i am thirsty for this water said the little prince, i, prince,359.041,361.67,2.629
give me some to drink, give, drink,362.189,363.259,1.07
and i knew then what he had been looking for, and, for,364.221,366.441,2.22
i raised the bucket to his lips, i, lips,367.134,369.193,2.059
he drank, he, drank,369.537,370.312,0.775
his eyes closed, his, closed,370.312,371.661,1.349
it was as sweet as some special festival treat, it, treat,372.015,375.134,3.119
this water was something very different from ordinary nourishment, this, nourishment,376.007,379.806,3.799
it was born of the walk under the stars of the song of the pulley of the effort of my arms, it, arms,380.3,385.787,5.487
it was good for the heart like a present, it, present,386.331,388.734,2.403
when i was a little boy the lights of the christmas tree the music of the midnight mass the tenderness in the smiles produced in a similar way the radiance of the gift that i received, when, received,389.548,401.231,11.683
the men where you live said the little prince grow five thousand roses in a single garden and they do not find what they are looking for in it, the, it,402.453,411.064,8.611
they do not find it i replied, they, replied,411.782,413.611,1.829
and yet what they are looking for could be found in a single rose or in a little water, and, water,414.199,419.686,5.487
that is true i said, that, said,420.525,421.934,1.409
and the little prince added but the eyes are blind, and, blind,422.762,426.005,3.243
you have to search with the heart, you, heart,426.289,427.923,1.634
i had drunk the water, i, water,429.29,430.44,1.15
i breathed easily, i, easily,430.968,432.068,1.1
the sand at sunrise is the color of honey, the, honey,432.717,435.281,2.564
this honey color was also making me feel good, this, good,435.82,438.949,3.129
why then did i have to have this sense of grief, why, grief,439.767,442.676,2.909
you have to keep your promise said the little prince softly who had again sat down beside me, you, me,443.828,449.56,5.732
what promise, what, promise,450.688,451.438,0.75
you know a muzzle for my sheep, you, sheep,452.051,454.235,2.184
i am responsible for this flower, i, flower,455.038,456.757,1.719
