,first_word,first_onset,last_word,last_offset
(S (PP (P 在) (LCP (NP (NN 旅途)) (LC 中))) (S (NP (NR 小王子)) (VP (ADVP (AD 只)) (VP (VC 是) (VP (DVP (VP (VA 自言自语)) (DEV 地)) (VP (VP (VV 说) (AS 了)) (NP (NP (QP (CD 一)) (NP (NN 句))) (S (S (NP (DP (DT 这些)) (NP (NN 大人们))) (VP (ADVP (AD 真是)) (VP (VA 奇怪) (ADVP (AD 极))))) (SP 了))))))))),在,312.24,了,319.11
(S (NP (QP (OD 第五) (CLP (M 颗))) (NP (NN 行星))) (VP (ADVP (AD 非常)) (VP (VA 奇怪)))) ,第五,320.68,奇怪,322.37
(S (VP (VC 是) (QP (S (S (VP (LCP (NP (DP (DT 这些)) (NP (NN 星星))) (LC 中)) (ADVP (AD 最)) (VP (VA 小)))) (DEC 的)) (QP (CD 一) (CLP (M 颗)))))) ,是,323.14,颗,325.04
(S (NP (NN 行星)) (VP (VV 上) (NP (DNP (NP (QP (ADVP (AD 刚好)) (QP (NP (S (S (VP (VV 能) (VP (VV 容) (S (VP (VV 得) (DP (DT 下) (QP (CD 一))))))))) (NP (NN 盏))) (QP (QP (CD 路灯)) (CC 和) (QP (CD 一) (CLP (M 个)))))) (NP (NN 点) (NN 路灯))) (DEG 的)) (NP (NN 人))))) ,行星,325.47,人,329.55
(S (NP (NN 小王子)) (VP (ADVP (AD 怎么)) (VP (ADVP (AD 也)) (VP (VP (VV 解释) (ADVP (AD 不) (ADVP (AD 通)))) (S (LCP (NP (DP (DT 这个)) (NP (S (VP (VP (VV 坐落) (PP (P 在) (NP (NP (NP 天空)) (NP (DP (DT 某) (QP (CD 一))) (NP (NN 角落)))))) (VP (VP (CC 既) (VP (VE 没有) (NP (NN 房屋)))) (VP (ADVP (AD 又)) (VP (VE 没有) (NP (NN 居民)))))) (DEC 的)) (NP (NN 行星)))) (LC 上)) (VP (VV 要) (NP (NP (QP (CD 一) (CLP (M 盏))) (NP (NN 路灯))) (CC 和) (NP (QP (CD 一) (CLP (M 个))) (NP (S (S (VP (VV 点) (NN 灯))) (DEC 的)) (NP (NN 人))))) (VP (VV 做) (NP (DP (DT 什么)) (NP (NN 用)))))))))) ,小王子,330.55,用,341.02
(S (ADVP (AD 但)) (NP (PRP 他) (PRP 自己)) (VP (VV 猜想) (S (NP (NN 可能)) (NP (NP (DP (DT 这) (CLP (M 个))) (NP (NN 人))) (NP (NN 思想))) (VP (ADVP (AD 不)) (VP (VA 正常)))))) ,但,341.74,正常,346.06
(S (ADVP (AD 但)) (NP (PRP 他)) (VP (PP (P 比) (S (VP (VP (VV 起) (NP (NN 国王))) (VP (PP (P 比) (NP (S (S (VP (VV 起) (VP (DP (DT 那) (CLP (M 个))) (VP (VV 爱) (NP (NN 虚荣)))))) (DEC 的)) (NP (NN 人)))) (VP (VV 那个) (NP (NN 实业家) (CC 和) (NN 酒鬼))))))) (ADVP (AD 却)) (ADVP (AD 要)) (VP (VA 好) (CLP (M 些))))) ,但,346.89,些,353.24
(S (VP (ADVP (AD 至少)) (PP (NP (DNP (NP (PRP 他)) (DEG 的)) (NP (NN 工作)))) (ADVP (AD 还)) (VP (VV 有点儿) (NP (NN 意义))))) ,至少,353.82,意义,356.1
(S (PP (P 当) (LCP (S (NP (PRP 他)) (NP (NN 点)) (VP (VV 着) (AS 了) (NP (DNP (NP (PRP 他)) (DEG 的)) (NP (NN 路灯))))) (LC 时))) (VP (ADVP (AD 就)) (PP (P 像) (NP (PRP 他))) (VP (VP (VV 增添) (AS 了) (NP (QP (CD 一) (CLP (M 颗))) (NP (NN 星星)))) (CC 或) (VP (VC 是) (NP (QP (CD 一) (CLP (M 朵))) (NP (NN 花))))))) ,当,356.73,花,362.11
(S (PP (P 当) (LCP (S (NP (PRP 他)) (VP (VV 熄灭) (AS 了) (NP (NN 路灯)))) (LC 时))) (VP (ADVP (AD 就)) (VP (VV 像) (S (VP (VV 让) (NP (NN 星星) (CC 或) (NN 花朵)) (S (VP (VV 睡) (VP (VV 着) (AS 了) (NP (NN 似的)))))))))) ,当,362.79,似的,367.19
(S (NP (PRP 这)) (VP (VV 差事) (S (VP (ADVP (AD 真)) (VP (VV 美妙)))))) ,这,367.69,美妙,369.26
(S (S (VP (ADVP (AD 就)) (VP (VC 是) (NP (S (S (VP (ADVP (AD 真正)) (VP (VV 有用)))) (DEC 的)))))) (SP 了)) ,就,369.88,了,371.5
(S (S (NP (NN 小王子)) (VP (ADVP (AD 一)) (VP (VV 到) (AS 了) (LCP (NP (NN 这个) (NN 行星)) (LC 上))))) (S (NP (S (S (VP (ADVP (AD 就)) (DVP (VP (ADVP (AD 很)) (VP (VV 尊敬))) (DEV 地)) (PP (P 向) (NP (NN 点))) (VP (VV 路灯)))) (DEC 的)) (NP (NN 人))) (VP (VV 打) (NP (NN 招呼))))) ,小王子,372.14,招呼,377.47
(S (NP (NT 早上)) (VP (VA 好))) ,早上,378.21,好,378.78
(S (S (NP (PRP 你)) (VP (ADVP (AD 刚才)) (ADVP (AD 为什么)) (VP (BA 把) (S (NP (NN 路灯)) (VP (VV 灭) (AS 了)))))) (SP 呢)) ,你,379.38,呢,381.35
(S (S (NP (PRP 这)) (VP (VC 是) (NP (NN 命令)))) (S (NP (DNP (NP (NN 点灯)) (DEG 的)) (NP (NN 人))) (VP (VV 回答) (NP (NN 道))))) ,这,382.37,道,384.99
(S (NP (NT 早上)) (VP (VA 好))) ,早上,385.62,好,386.18
(S (NP (NN 命令)) (VP (VC 是) (NP (PRP 什么)))) ,命令,387.1,什么,388.22
(S (VP (ADVP (AD 就)) (VP (VC 是) (NP (NP (NN 熄) (NN 掉)) (DNP (NP (PRP 我)) (DEG 的)) (NP (NN 路灯)))))) ,就,389.04,路灯,390.74
(S (NP (NT 晚上)) (VP (VA 好))) ,晚上,391.79,好,392.32
(S (ADVP (AD 于是)) (NP (PRP 他)) (VP (ADVP (AD 又)) (VP (VV 点燃) (AS 了) (NP (NN 路灯))))) ,于是,393.1,路灯,395.06
(S (S (VP (ADVP (AD 那么)) (ADVP (AD 为什么)) (PP (NP (PRP 你))) (VP (ADVP (AD 又)) (VP (BA 把) (S (NP (PRP 它)) (VP (NP (NN 点)) (VP (VV 着) (AS 了)))))))) (SP 呢)) ,那么,395.95,呢,398.54
(S (NP (PRP 这)) (VP (VC 是) (NP (NN 命令)))) ,这,399.29,命令,399.95
(S (NP (DNP (NP (NN 点灯)) (DEG 的)) (NP (NN 人))) (VP (VV 回答) (NP (NN 道)))) ,点灯,400.95,道,402.1
(S (S (NP (PRP 我)) (VP (ADVP (AD 不)) (VP (VV 明白)))) (S (NP (NN 小王子)) (VP (VV 说)))) ,我,402.89,说,404.99
(S (S (VP (VE 没) (S (NP (PRP 什么)) (VP (VV 要) (VP (VV 明白))))) (SP 的)) (S (NP (S (VP (VV 点灯)) (DEC 的))) (VP (VV 回答) (VV 说)))) ,没,405.63,说,408.26
(S (NP (NN 命令)) (VP (ADVP (AD 就)) (VP (VC 是) (NP (NN 命令))))) ,命令,408.99,命令,410.36
(S (NP (NT 早上)) (VP (VA 好))) ,早上,411.08,好,411.58
(S (ADVP (AD 于是)) (S (NP (PRP 他)) (VP (ADVP (AD 又)) (VP (VP (VV 熄灭) (AS 了)) (NP (NN 路灯)))))) ,于是,412.59,路灯,414.55
(S (NP (S (S (VP (ADVP (AD 然后)) (PP (NP (PRP 他))) (VP (VP (VV 拿) (NP (QP (CD 一)) (NP (NN 块儿)))) (VP (VE 有) (NP (ADJP (JJ 红)) (NP (NN 方格子))))))) (DEC 的)) (NP (NN 手绢儿))) (VP (VV 擦) (AS 着) (NP (NN 额头)))) ,然后,415.27,额头,418.8
(S (NP (S (S (NP (PRP 我)) (VP (VV 干))) (DEC 的))) (VP (VC 是) (NP (DNP (NP (QP (CD 一) (CLP (M 种))) (NP (NN 可怕))) (DEG 的)) (NP (NN 职业))))) ,我,419.96,职业,421.85
(S (S (NP (NT 以前)) (VP (ADVP (AD 还)) (VP (VV 说) (S (VP (VP (VV 得) (NP (NT 过去))) (VP (NP (NT 早上)) (VP (VV 熄灯))) (VP (NP (NT 晚上)) (VP (VV 点灯))) (VP (VV 剩下) (NP (NN 时间) (NN 白天)))))))) (S (NP (PRP 我)) (VP (ADVP (AD 就)) (VP (VV 休息) (S (NP (NN 夜晚)) (NP (PRP 我)) (VP (ADVP (AD 就)) (VP (VV 睡觉)))))))) ,以前,422.37,睡觉,429.63
(S (ADVP (AD 那么)) (NP (S (S (VP (ADVP (AD 后来)) (VP (VV 命令) (S (VP (VV 改变) (AS 了)))))))) (VP (VC 是)) (SP 吗)) ,那么,430.41,吗,433.28
(S (NP (DNP (NP (NN 点灯)) (DEG 的)) (NP (NN 人))) (VP (VV 说) (S (VP (VV 命令) (S (VP (VV 没有) (ADVP (AD 改)))))))) ,点灯,434.11,改,436.71
(S (S (VP (ADVP (AD 惨)) (ADVP (AD 就)) (VP (VA 惨) (PP (P 在) (NP (PRP 这里)))))) (SP 了)) ,惨,437.26,了,439.03
(S (S (NP (DP (DT 这) (CLP (M 颗))) (NP (NN 行星))) (VP (QP (CD 一) (CLP (M 年))) (PP (P 比) (QP (CD 一) (CLP (M 年)))) (VP (VV 转) (DER 得) (VP (ADVP (AD 更)) (VP (VA 快)))))) (S (ADVP (AD 而)) (NP (NN 命令)) (VP (ADVP (AD 却)) (VP (VV 没有) (ADVP (AD 改)))))) ,这,439.83,改,444.42
(S (S (S (NP (NN 结果))) (SP 呢)) (S (NP (NN 小王子)) (VP (VV 问)))) ,结果,445.24,问,447.54
(S (S (ADVP (AD 结果)) (NP (NT 现在)) (VP (DP (DT 每) (CLP (M 分钟))) (VP (VV 转) (NP (QP (CD 一)) (NP (NN 圈儿)))))) (S (NP (PRP 我)) (NP (DNP (QP (ADVP (AD 连)) (QP (CD 一) (CLP (M 秒钟)))) (DEG 的)) (NP (NN 休息) (NN 时间))) (VP (ADVP (AD 都)) (VP (VV 没有) (AS 了))))) ,结果,448.35,了,452.58
(S (DP (DT 每) (CLP (M 分钟))) (S (NP (PRP 我)) (VP (ADVP (AD 就)) (VP (VV 要) (NP (CLP (M 点)) (NP (QP (CD 一) (CLP (M 次))) (NP (NN 灯) (NN 熄))) (QP (CD 一) (CLP (M 次))) (NP (NN 灯))))))) ,每,453.17,灯,455.95
(S (VP (ADVP (AD 真)) (VP (VV 有趣) (S (NP (PRP 你)) (NP (PRP 这里)) (VP (VP (VV 每天) (QP (ADVP (AD 只有)) (QP (CD 一) (CLP (M 分钟))))) (VP (VA 长))))))) ,真,456.74,长,460.41
(S (S (ADVP (AD 一点)) (S (NP (NN 趣味)) (VP (ADVP (AD 也)) (VP (VV 没有))))) (S (NP (S (S (VP (VA 点灯))) (DEC 的))) (VP (VV 说)))) ,一点,461.2,说,463.59
(S (NP (PRP 我们)) (VP (ADVP (AD 俩)) (PP (P 在) (QP (CD 一块儿))) (VP (VV 说话) (NP (S (S (VP (ADVP (AD 就)) (ADVP (AD 已经)) (VP (VE 有) (NP (QP (CD 一) (CLP (M 个))) (NP (NN 月)))))) (DEC 的)) (NP (NN 时间))))) (AS 了)) ,我们,464.2,了,467.09
(S (VP (NP (QP (CD 一) (CLP (M 个))) (NP (NN 月))))) ,一,467.78,月,468.37
(S (VP (VP (VV 对)) (VP (QP (CD 三十) (CLP (M 分钟)))) (VP (QP (CD 三十) (CLP (M 天)))))) ,对,469.02,天,471.26
(S (NP (NT 晚上)) (VP (VA 好))) ,晚上,472.01,好,472.49
(S (ADVP (AD 于是)) (NP (PRP 他)) (VP (ADVP (AD 又)) (PP (NP (NN 点))) (VP (VV 着) (AS 了) (NP (DNP (NP (PRP 他)) (DEG 的)) (NP (NN 路灯)))))) ,于是,473.55,路灯,475.85
(S (NP (NN 小王子)) (VP (VP (VV 瞅) (AS 着)) (NP (PRP 他)))) ,小王子,476.65,他,477.64
(S (NP (PRP 他)) (VP (VV 喜欢) (S (NP (DP (DT 这) (CLP (M 个))) (NP (NN 点灯人))) (VP (ADVP (AD 如此)) (VP (VRD (VV 忠) (VV 守)) (NP (NN 命令))))))) ,他,478.23,命令,480.76
(S (ADVP (AD 这时)) (NP (PRP 他)) (VP (VP (VV 想起) (AS 了) (NP (NP (PRP 他) (PRP 自己)) (NP (NN 从前) (NN 挪动) (NN 椅子)))) (VP (VV 寻找) (NP (DNP (NP (NN 日落)) (DEG 的)) (NP (NN 事儿)))))) ,这时,481.3,事,485.65
(S (NP (PRP 他)) (VP (ADVP (AD 很)) (VP (VV 想) (S (VP (VV 帮助) (NP (DNP (NP (PRP 他)) (DEG 的)) (DP (DT 这) (CLP (M 位))) (NP (NN 朋友)))))))) ,他,486.12,朋友,487.88
(S (VP (VV 告诉) (S (NP (PRP 你)) (S (NP (PRP 我)) (VP (VV 知道) (NP (QP (CD 一) (CLP (M 种))) (S (S (VP (VV 能) (VP (VV 使) (NP (PRP 你)) (S (VP (VV 休息)))))) (DEC 的)) (NP (NN 办法)))))))) ,告诉,488.7,办法,492.07
(S (NP (PRP 你)) (VP (VV 要) (VP (NP (DP (DT 什么)) (NP (NN 时候))) (VP (VV 休息) (S (VP (ADVP (AD 都)) (VP (VV 可以)))))))) ,你,492.66,可以,494.33
(S (S (NP (PRP 我)) (VP (ADVP (AD 老是)) (VP (VV 想) (S (VP (VV 休息)))))) (S (NP (NR 点灯人)) (VP (VV 说)))) ,我,495.19,说,497.59
(S (PP (P 因为) (S (NP (QP (CD 一) (CLP (M 个))) (NP (NN 人))) (VP (VV 可以) (VP (ADVP (AD 同时)) (VP (VC 是) (NP (S (S (VP (VA 忠实))) (DEC 的)))))))) (VP (ADVP (AD 又)) (VP (VC 是) (NP (S (S (VP (VA 懒惰))) (DEC 的)))))) ,因为,498.07,的,502.11
(S (NP (NN 小王子) (NN 接着)) (VP (VV 说) (S (S (NP (DNP (NP (PRP 你)) (DEG 的)) (DP (DT 这) (CLP (M 颗))) (NP (NN 行星))) (VP (ADVP (AD 这样)) (VP (VA 小)))) (S (NP (PRP 你)) (VP (QP (CD 三) (CLP (M 步))) (ADVP (AD 就)) (VP (VV 可以) (VP (VV 绕) (NP (NP (PRP 它)) (QP (CD 一)) (NP (NN 圈儿)))))))))) ,小王子,502.84,圈,508.14
(S (NP (PRP 你)) (VP (VP (ADVP (CS 只要)) (ADVP (AD 慢慢)) (PP (NP (NN 地))) (VP (VV 走))) (VP (ADVP (AD 就)) (VP (VV 可以) (PP (ADVP (AD 一直)) (PP (P 在) (LCP (NP (DNP (NP (NN 太阳)) (DEG 的)) (NP (NN 照耀))) (LC 下)))))))) ,你,508.68,下,512.22
(S (S (SBAR (SBAR (S (NP (PRP 你)) (VP (VV 想) (VA 休息))) (DEC 的)) (NP (NN 时候))) (S (NP (PRP 你)) (VP (ADVP (AD 就)) (VP (ADVP (AD 这样)) (VP (VV 走)))))) (S (ADVP (AD 那么)) (S (S (NP (PRP 你)) (VP (VV 要) (S (NP (NN 白天)) (VP (VE 有) (VP (ADVP (AD 多)) (VA 长)))))) (S (NP (PRP 它)) (VP (ADVP (AD 就)) (VP (VE 有) (VP (ADVP (AD 多)) (VA 长)))))))) ,你,512.69,长,518.74
(S (NP (DP (DT 这)) (NP (NN 办法))) (VP (VP (VP (VV 帮) (S (VP (ADVP (AD 不)) (VP (VV 了) (NP (PRP 我)))))) (VP (ADVP (AD 多)) (VP (VA 大))) (VP (VA 忙))) (VP (ADVP (AD 点灯人)) (VP (VV 说))))) ,这,519.86,说,523.26
(S (LCP (NP (NN 生活)) (LC 中)) (NP (DNP (NP (NP (PRP 我)) (NP (NN 喜欢))) (DEG 的)) (NP (NN 就是))) (VP (VA 睡觉))) ,生活,523.87,睡觉,526.19
(S (S (VP (ADVP (AD 真)) (VP (ADVP (AD 不)) (VP (VV 走运))))) (S (NP (NN 小王子)) (VP (VV 说)))) ,真,527.18,说,529.45
(S (S (VP (ADVP (AD 真)) (ADVP (AD 不)) (VP (VV 走运)))) (NP (NR 点灯人)) (VP (VV 说))) ,真,530.11,说,532.28
(S (NP (NT 早上)) (VP (VA 好))) ,早上,533.08,好,533.6
(S (ADVP (AD 于是)) (NP (PRP 他)) (VP (ADVP (AD 又)) (VP (VV 熄灭) (AS 了) (NP (NN 路灯))))) ,于是,534.43,路灯,536.53
(S (NP (NN 小王子)) (VP (PP (P 在) (NP (S (S (NP (PRP 他)) (VP (ADVP (AD 继续)) (VP (PP (P 往) (LCP (LC 前))) (VP (VV 旅行))))) (DEG 的)) (NP (NN 途中)))) (VP (DVP (VP (VA 自言自语)) (DEV 地)) (VP (VV 说道) (S (NP (DP (DT 这个)) (NP (NN 人))) (VP (ADVP (AD 一定)) (VP (VV 会) (VP (LB 被) (S (NP (NP (DP (DT 其他)) (NP (DP (DT 那些)) (NP (NN 人)))) (NP (NP (NN 国王)) (SP 呀)) (NP (NP (S (VP (VV 爱) (NP (NN 虚荣))) (DEC 的))) (SP 呀)) (NP (NP (NN 酒鬼)) (SP 呀)) (NP (NP (NN 实业家)) (SP 呀))) (VP (MSP 所) (VP (VV 瞧) (ADVP (AD 不)) (MSP 起)))))))))))),小王子,537.21,起,550.84
(S (ADVP (AD 可是)) (VP (ADVP (AD 唯)) (VP (VE 有) (S (NP (PRP 他)) (VP (ADVP (AD 不)) (VP (VV 使) (NP (PRP 我)) (S (VP (VV 感到) (NP (NN 荒唐) (NN 可笑)))))))))) ,可是,551.69,可笑,554.85
(S (NP (PRP 这)) (VP (VV 可能) (VP (VP (VC 是) (PP (P 因为) (S (NP (S (S (NP (PRP 他)) (VP (MSP 所) (VP (VV 关心)))) (DEC 的))) (VP (VC 是) (NP (NN 别的) (NN 事儿)))))) (CC 而) (VP (ADVP (AD 不)) (VP (VC 是) (NP (NP (PRP 他)) (NP (PRP 自己)))))))) ,这,555.45,自己,559.42
(S (S (NP (PRP 他)) (VP (VP (DVP (VP (VV 惋惜)) (DEV 地)) (VP (VV 叹) (AS 了) (NP (NN 口) (NN 气)))) (CC 并且) (VP (ADVP (AD 又)) (PP (P 对) (NP (PRP 自己))) (VP (VV 说道))))) (ADVP (AD 本来)) (NP (PRP 这)) (VP (VC 是) (NP (DNP (NP (NP (PRP 我)) (ADJP (JJ 唯一)) (NP (S (VP (VV 可以) (VP (PP (P 和) (NP (PRP 他))) (VP (VCD (VV 交) (VV 成)))))) (NP (NN 朋友)))) (DEG 的)) (NP (NN 人))))) ,他,560.86,人,568.25
(S (ADVP (AD 可是)) (NP (DNP (NP (PRP 他)) (DEG 的)) (NP (NN 星球))) (VP (VP (ADVP (AD 确实)) (ADVP (AD 太)) (VP (VA 小) (AS 了))) (VP (VV 住) (ADVP (AD 不)) (NP (DP (DT 下) (QP (CD 两) (CLP (M 个)))) (NP (NN 人)))))) ,可是,568.86,人,572.43
(S (NP (S (S (NP (NN 小王子)) (VP (VP (VE 没有) (NP (NN 勇气))) (VP (VV 承认)))) (DEC 的))) (VP (VC 是) (S (S (NP (PRP 他)) (VP (VV 留恋) (NP (DP (DT 这) (CLP (M 颗))) (NP (S (VP (VV 令) (NP (NN 人)) (VP (VV 赞美))) (DEC 的)) (NP (NN 星星)))))) (VP (ADVP (AD 特别)) (VP (VC 是) (VP (ADVP (AD 因为)) (VP (PP (P 在) (NP (PRP 那里))) (VP (NP (DP (DT 每) (QP (CD 二十四))) (NP (NN 小时))) (VP (ADVP (AD 就)) (VP (VE 有) (NP (QP (CD 一千四百四十) (CLP (M 次))) (NP (NN 日落))))))))))))) ,小王子,573.37,日落,583.45
(S (S (NP (QP (OD 第六) (CLP (M 颗))) (NP (NN 行星))) (VP (ADVP (AD 则)) (VP (VV 要) (QP (ADJP (JJ 大)) (QP (CD 十) (CLP (M 倍))))))) (S (NP (NN 上面)) (VP (VP (VV 住) (AS 着)) (NP (QP (CD 一) (CLP (M 位))) (NP (ADJP (JJ 老)) (NP (NN 先生))))))) ,第六,0,先生,3.9
(S (NP (PRP 他)) (VP (ADVP (AD 在)) (VP (VV 写作) (NP (DNP (NP (NN 大部头)) (DEG 的)) (NP (NN 书)))))) ,他,4.48,书,5.95
(S (S (VP (VV 瞧) (S (VP (VV 来) (AS 了) (NP (QP (CD 一) (CLP (M 位))) (NP (NN 探险家))))))) (S (NP (ADJP (JJ 老)) (NP (NN 先生))) (VP (VV 看到) (S (VP (LCP (NP (NN 小王子)) (LC 时)) (VP (VV 叫) (AS 了) (VV 起来))))))) ,瞧,7.01,起来,12.75
(S (S (NP (NN 小王子)) (VP (PP (P 在) (LCP (NP (NN 桌)) (LC 旁))) (VP (VV 坐下)))) (S (VP (ADVP (AD 有些)) (VP (VA 气喘吁吁))))) ,小王子,13.25,气喘吁吁,16.01
(S (S (NP (PRP 他)) (VP (VV 跑) (AS 了) (QP (CD 多少) (CLP (M 路))))) (SP 啊)) ,他,16.79,啊,17.89
(S (S (S (S (NP (PRP 你)) (VP (PP (P 从) (NP (NN 哪里))) (VP (VV 来)))) (SP 的)) (SP 呀)) (S (NP (ADJP (JJ 老)) (NP (NN 先生))) (VP (VV 问) (NP (NN 小王子))))) ,你,18.2,小王子,22.62
(S (S (DP (DT 这) (QP (CD 一) (CLP (ADJP (JJ 大)) (CLP (M 本))))) (VP (VC 是) (NP (DP (DT 什么)) (NP (NN 书))))) (S (NP (NN 小王子)) (VP (VV 问) (VV 道)))) ,这,23.75,道,26.93
(S (NP (PRP 你)) (VP (PP (P 在) (NP (PRP 这里))) (VP (VV 干) (NP (PRP 什么))))) ,你,27.47,什么,28.64
(S (S (NP (PRP 我)) (VP (VC 是) (NP (NN 地理学家)))) (S (NP (ADJP (JJ 老)) (NP (NN 先生))) (VP (VV 答道)))) ,我,29.38,答道,32.54
(S (NP (PRP 什么)) (VP (VC 是) (NP (NN 地理学家)))) ,什么,33.16,地理学,34.64
(S (NP (NN 地理学家)) (VP (ADVP (AD 就)) (VP (VC 是) (NP (QP (CD 一) (CLP (M 种))) (NP (NN 学者)))))) ,地理学,35.48,学者,38.3
(S (NP (PRP 他)) (VP (VV 知道) (S (VP (VP (ADVP (AD 哪里)) (VP (VE 有) (NP (NN 海洋)))) (VP (ADVP (AD 哪里)) (VP (VE 有) (NP (NN 江河)))) (VP (NP (NN 城市))) (VP (VV 山脉)) (VP (NP (NN 沙漠))))))) ,他,38.86,沙漠,45.63
(S (S (NP (PRP 这)) (VP (ADVP (AD 倒)) (VP (VP (VV 挺)) (VP (VE 有) (NP (NN 意思)))))) (S (NP (NN 小王子)) (VP (VV 说)))) ,这,46.65,说,49.83
(S (NP (PRP 这)) (VP (ADVP (AD 才)) (VP (VC 是) (NP (QP (CD 一) (CLP (M 种))) (S (S (VP (VA 真正))) (DEC 的)) (NP (NN 行当)))))) ,这,50.42,行当,52.11
(S (NP (PRP 他)) (VP (PP (P 朝) (NP (NN 四周))) (VP (VP (VV 看) (AS 了)) (VP (VV 看) (NP (DNP (NP (DP (DT 这) (CLP (M 位))) (NP (NN 地理学家))) (DEG 的)) (NP (NN 星球))))))) ,他,52.77,星球,55.36
(S (NP (PRP 他)) (VP (ADVP (AD 还)) (ADVP (AD 从来)) (VP (VV 没有) (VP (VV 见) (AS 过) (NP (QP (CD 一) (CLP (M 颗))) (S (S (VP (ADVP (AD 如此)) (VP (VA 壮观)))) (DEC 的)) (NP (NN 行星))))))) ,他,56.05,行星,58.74
(S (NP (DNP (NP (PRP 您)) (DEG 的)) (NP (NN 星球))) (VP (NN 真) (NP (NR 美))) (SP 呀)) ,您,59.28,呀,60.94
(S (NP (NN 上面)) (VP (VE 有) (NP (NN 海洋))) (SP 吗)) ,上面,61.41,吗,63.03
(S (NP (PRP 这)) (NP (PRP 我)) (VP (ADVP (AD 没)) (PP (NP (NR 法))) (VP (VV 知道) (S (NP (NR 地理学家)) (VP (VV 说)))))) ,这,63.67,说,67.46
(S (S (IJ 啊)) (S (NP (NN 小王子)) (VP (VV 大失所望)))) ,啊,68.14,大失所望,71.18
(S (S (VP (ADVP (AD 那么)) (VP (VA 山脉)))) (SP 呢)) ,那么,71.99,呢,73.61
(S (NP (PRP 这)) (NP (PRP 我)) (VP (ADVP (AD 没)) (PP (NP (NR 法))) (VP (VV 知道) (S (NP (NR 地理学家)) (VP (VV 说)))))) ,这,74.38,说,77.93
(S (ADVP (AD 那么)) (S (NP (NN 有)) (VP (NP (NN 城市)))) (VP (NP (NP (NN 河流)) (PRN (NP (NN 沙漠))))) (SP 吗)) ,那么,78.66,吗,82.18
(S (NP (PRP 这)) (NP (PRP 我)) (VP (ADVP (AD 也)) (ADVP (AD 没法)) (VP (VV 知道) (S (NP (NR 地理学家)) (VP (VV 说)))))) ,这,83,说,86.95
(S (S (ADVP (AD 可)) (NP (PRP 您)) (VP (ADVP (AD 还)) (VP (VC 是) (NP (NN 地理学家))))) (SP 呢)) ,可,87.82,呢,89.77
(S (S (QP (CD 一点儿)) (VP (VA 不错))) (NP (NR 地理学家)) (VP (VV 说))) ,一点,90.51,说,93.37
(S (ADVP (AD 但是)) (NP (PRP 我)) (VP (ADVP (AD 不)) (VP (VC 是) (NP (NN 探察家))))) ,但是,94.1,探察,96.51
(S (NP (NP (NP (PRP 我)) (NP (NN 手下))) (QP (CD 一) (CLP (M 个))) (NP (NN 探察家))) (VP (ADVP (AD 都)) (VP (VE 没有)))) ,我,97.15,没有,99.43
(S (NP (NN 地理学家)) (VP (VC 是) (NP (S (S (VP (VP (ADVP (AD 不)) (VP (MSP 去) (VP (VV 计算) (NP (NN 城市))))) (VP (NP (NN 河流))) (VP (VV 山脉)) (VP (NP (NN 海洋))) (VP (NP (NN 沙漠))))) (DEC 的))))) ,地理学,100.15,的,106.25
(S (S (NP (NN 地理学家)) (VP (ADVP (AD 很)) (VP (VA 重要)))) (S (VP (ADVP (AD 不)) (VP (VV 能) (VP (ADVP (AD 到处)) (VP (VV 跑))))))) ,地理学,107.11,跑,109.85
(S (NP (PRP 他)) (VP (ADVP (AD 不)) (VP (VV 能) (VP (VV 离开) (NP (DNP (NP (PRP 他)) (DEG 的)) (NP (NN 办公室))))))) ,他,110.47,办公室,112.2
(S (ADVP (AD 但)) (NP (PRP 他)) (VP (VV 可以) (VP (PP (P 在) (LCP (NP (NN 办公室)) (LC 里))) (VP (VV 接见) (NP (NN 探察家)))))) ,但,112.94,探察,116.12
(S (NP (PRP 他)) (VP (VP (VV 询问) (NP (NN 探察家))) (VP (BA 把) (S (NP (DNP (NP (PRP 他们)) (DEG 的)) (S (VP (VV 回忆))) (NP (NN 记录))) (VP (VV 下来)))))) ,他,116.91,下来,120.42
(S (ADVP (CS 如果)) (S (NP (PRP 他)) (VP (VV 认为) (S (S (NP (S (S (NP (NN 其中)) (VP (VE 有) (NP (CLP (M 个)) (NP (NN 探察家))))) (DEC 的))) (VP (VV 回忆) (VP (VC 是) (NP (S (S (VP (VE 有) (NP (NN 意思)))) (DEC 的)))))) (S (ADVP (AD 那么)) (NP (NR 地理学家)) (VP (PP (P 就) (NP (DNP (PP (P 对) (NP (NN 这个) (NN 探察家))) (DEG 的)) (NP (NN 品德)))) (VP (VV 做) (NP (QP (CD 一) (CLP (M 番))) (NP (NN 调查)))))))))) ,如果,121.04,调查,130.9
(S (S (NP (PRP 这)) (VP (VP (VC 是)) (ADVP (AD 为什么)))) (SP 呢)) ,这,131.75,呢,133.03
(S (PP (P 因为) (S (NP (QP (CD 一) (CLP (M 个))) (S (S (VP (VV 说) (NP (NN 假话)))) (DEC 的)) (NP (NN 探察家))) (VP (VV 会) (VP (PP (P 给) (NP (NN 地理) (NN 书))) (VP (VV 带来) (NP (DNP (NP (NN 灾难性)) (DEG 的)) (NP (NN 后果))))))))) ,因为,133.81,后果,139.22
