tree,word-index,word,number,last_word,onset,offset,logfreq,pos,section,top_down,bottom_up,left_corner,first_word,first_onset,last_word,last_offset
(S (CC and) (S (S (NP (DT the) (NP (JJ little) (NN prince))) (VP (VBD went) (ADVP (RB away)))) (S (VP (VBG thinking) (PP (IN of) (NP (NP (PRP$ his)) (NP (NN flower)))))))), and-1), and,1,flower,284.481,284.663,10.26304833,CCONJ,6,2,1,2, and,284.481, flower,287.235
(S (IN so) (NP (DT the) (JJ seventh) (NN planet)) (VP (VBD was) (NP (DT the) (NN earth)))), so-1), so,1,earth,288.666,288.901,7.514636259,SCONJ,6,2,1,2, so,288.666, earth,290.645
(S (NP (DT the) (NN earth)) (VP (VBZ is) (RB not) (ADVP (RB just)) (NP (DT any) (JJ old) (NN planet)))), the-1), the,1,planet,291.493,291.688,11.11580048,DET,6,3,1,2, the,291.493, planet,293.823
(S (S (NP (PRP it)) (VP (VBZ has) (NP (CD one) (CD hundred) (CC and) (NNS eleven) (NNS kings)))) (RB not) (S (S (VP (VBG forgetting) (PP (IN of) (NP (NN course))))) (NP (DT the) (NN negro)) (VP (VBZ kings) (PP (IN amongst) (NP (PRP them)))))), it-1), it,1,them,294.541,294.706,8.891153872,PRON,6,4,2,3, it,294.541, them,299.574
(S (NP (CD seven) (CD thousand)) (VP (VBZ geographers))), seven-1), seven,1,geographers,300.033,300.528,4.694096395,NUM,6,3,1,2, seven,300.033, geographers,301.727
(NP (NP (CD nine) (CD hundred)) (NP (CD thousand) (NNS businessmen))), nine-1), nine,1,businessmen,301.927,302.242,4.192076051,NUM,6,3,1,2, nine,301.927, businessmen,303.702
(NP (NP (CD seven)) (NP (NP (QP (CD million) (CD five))) (NP (CD hundred) (CD thousand) (JJ heavy) (NNS drinkers)))), seven-1), seven,1,drinkers,303.702,304.462,4.694096395,NUM,6,3,2,3, seven,303.702, drinkers,306.992
(S (NP (QP (CD three) (CD hundred) (CC and) (CD eleven) (CD million))) (VP (VBD conceited) (NP (NNS men)))), three-1), three,1,men,306.992,307.552,6.425792422,NUM,6,4,1,2, three,306.992, men,309.894
(S (NP (DT that)) (VP (VBZ is) (S (VP (TO to) (VP (VB say) (PP (IN about) (NP (QP (CD two) (CD billion)) (NNS grownups)))))))), that-1), that,1,grownups,310.158,310.403,9.223256597,DET,6,3,2,3, that,310.158, grownups,313.126
(S (S (VP (TO to) (VP (VB give) (NP (PRP you)) (NP (NP (DT an) (NN idea)) (PP (IN of) (NP (NP (DT the) (NN size)) (PP (IN of) (NP (DT the) (NN earth))))))))) (NP (PRP i)) (VP (MD will) (VP (VB tell) (NP (PRP you)) (SBAR (IN that) (S (PP (IN before) (NP (NP (DT the) (NN invention)) (PP (IN of) (NP (NN electricity))))) (NP (PRP it)) (VP (VBD was) (ADJP (JJ necessary) (S (VP (TO to) (VP (VB maintain) (PRT (RP over)) (NP (NP (DT the) (NN span)) (PP (IN of) (NP (NP (NP (DT the) (CD six) (NNS continents)) (NP (NP (DT a) (JJ veritable) (NN army)) (PP (IN of) (NP (CD four) (CD hundred))))) (CC and) (ADVP (RB sixty)) (NP (NP (QP (CD two) (CD thousand))) (NP (CD five) (CD hundred) (CC and) (NNS eleven) (NN streetlamp) (NNS lighters)))))))))))))))), to-1), to,1,lighters,313.964,314.049,10.10622429,PART,6,4,1,2, to,313.964, lighters,329.657
(S (S (VP (VBN seen) (PP (IN from) (NP (DT a) (NN distance))))) (NP (PRP it)) (VP (VBD made) (NP (DT a) (JJ wonderful) (NN spectacle)))), seen-1), seen,1,spectacle,330.286,330.721,5.686059683,VERB,6,4,1,2, seen,330.286, spectacle,333.579
(S (NP (NP (DT the) (NNS movements)) (PP (IN of) (NP (DT this) (NN army)))) (VP (VBD were) (VP (VBN regulated) (PP (IN like) (NP (NP (DT those)) (PP (IN of) (NP (DT an) (NN opera) (NN ballet)))))))), the-1), the,1,ballet,334.397,334.522,11.11580048,DET,6,4,1,2, the,334.397, ballet,338.151
(S (NP (JJ first)) (VP (VBD came) (NP (NP (DT the) (NN turn)) (PP (IN of) (NP (NP (DT the) (NNS lamplighters)) (PP (IN of) (NP (JJ new) (NN zealand) (CC and) (NN australia)))))))), first-1), first,1,australia,338.9,339.265,7.06373286,ADV,6,3,2,3, first,338.9, australia,342.439
(S (S (VP (VBG having) (VP (VBN set) (NP (NP (PRP$ their)) (NP (NNS lamps)))))) (VP (VBP alight) (SBAR (S (NP (PRP they)) (VP (MD would) (VP (VB go) (PRT (RP off)) (PP (TO to) (NP (NN bed))))))))), having-1), having,1,bed,342.908,343.353,5.782532039,VERB,6,4,1,2, having,342.908, bed,346.072
(S (NP (JJ next)) (VP (VBD came) (NP (NP (DT the) (NN turn)) (PP (IN of) (NP (NP (DT the) (NNS lamplighters)) (PP (IN of) (NP (NN china) (CC and) (NN siberia)))))) (S (VP (TO to) (VP (VB enter) (PP (IN into) (NP (DT the) (NN dance)))))))), next-1), next,1,dance,346.401,346.986,5.626973422,ADV,6,3,2,3, next,346.401, dance,351.319
(S (ADVP (RB then)) (NP (PRP they)) (ADVP (RB too)) (VP (MD would) (VP (VB disappear) (PP (IN into) (NP (DT the) (NNS wings)))))), then-1), then,1,wings,351.778,352.313,7.007600614,ADV,6,3,2,3, then,351.778, wings,354.292
(S (NP (RB then)) (VP (VBD came) (NP (NP (DT the) (NN turn)) (PP (IN of) (NP (NP (DT the) (NNS lamplighters)) (PP (IN of) (NP (NP (NN russia)) (CC and) (NP (DT the) (NNS indies))))))))), then-1), then,1,indies,354.676,355.271,7.007600614,ADV,6,3,2,3, then,354.676, indies,358.38
(FRAG (RB then) (NP (NP (DT those)) (PP (IN of) (NP (NN africa) (CC and) (NN europe))))), then-1), then,1,europe,358.824,359.359,7.007600614,ADV,6,2,1,2, then,358.824, europe,360.983
(FRAG (RB then) (NP (NP (DT those)) (PP (IN of) (NP (JJ south) (NN america))))), then-1), then,1,america,361.327,361.562,7.007600614,ADV,6,2,1,2, then,361.327, america,362.767
(FRAG (RB then) (NP (NP (DT those)) (PP (IN of) (NP (NN north) (NN america))))), then-1), then,1,america,363.101,363.206,7.007600614,ADV,6,2,1,2, then,363.101, america,364.461
(S (CC and) (S (ADVP (RB never)) (SBAR (MD would) (S (NP (PRP they)) (VP (VP (VB make) (NP (NP (DT a) (NN mistake)))) (PP (IN in) (NP (NP (NP (PRP$ their)) (NP (NP (NN order)) (PP (IN of) (NP (NN entry))))) (PP (IN on) (NP (NN stage)))))))))), and-1), and,1,stage,364.78,365.205,10.26304833,CCONJ,6,2,1,2, and,364.78, stage,369.019
(S (NP (PRP it)) (VP (VBD was) (ADJP (JJ magnificent)))), it-1), it,1,magnificent,369.458,369.673,8.891153872,PRON,6,3,2,3, it,369.458, magnificent,371.202
(S (NP (RB only) (NP (NP (DT the) (NN lamplighter)) (PP (IN of) (NP (NP (NP (DT the) (NP (JJ single) (NN lamp))) (PP (IN of) (NP (DT the) (NP (NN north) (NN pole))))) (CC and) (NP (NP (PRP$ his) (NN colleague)) (PP (IN at) (NP (NP (DT the) (NP (JJ single) (NN lamp))) (PP (IN of) (NP (DT the) (NP (JJ south) (NN pole))))))))))) (VP (VBD led) (NP (NP (NNS lives)) (PP (IN of) (NP (NN leisure)))))), only-1), only,1,leisure,372.23,372.575,7.270521633,ADV,6,3,1,2, only,372.23, leisure,379.912
(S (NP (PRP they)) (VP (VBD worked) (NP-TMP (RB twice) (DT a) (NN year)))), they-1), they,1,year,380.271,380.496,8.044690442,PRON,6,3,2,3, they,380.271, year,381.725
(S (SBAR (WHADVP (WRB when)) (S (NP (PRP one)) (VP (VBZ wants) (S (VP (TO to) (VP (VB be) (ADJP (JJ witty)))))))) (NP (PRP it)) (VP (MD can) (VP (VB happen) (SBAR (IN that) (S (NP (PRP one)) (VP (VBZ bends) (NP (DT the) (NN truth)) (NP (DT a) (JJ little)))))))), when-1), when,1,little,382.889,383.174,7.562213605,ADV,6,4,2,3, when,382.889, little,387.158
(S (NP (PRP i)) (VP (VBP have) (RB not) (VP (VBN been) (ADJP (RB entirely) (JJ honest) (PP (IN in) (S (VP (VBG telling) (NP (PRP you)) (PP (IN about) (NP (DT the) (NNS lamplighters)))))))))), i-1), i,1,lamplighters,387.816,387.861,8.500758885,PRON,6,3,2,3, i,387.816, lamplighters,391.79
(S (NP (PRP i)) (VP (VBP run) (NP (NP (DT the) (NN risk)) (PP (IN of) (S (VP (VBG giving) (NP (NP (DT a) (JJ fasle) (NN idea)) (PP (IN of) (NP (NP (PRP$ our)) (NP (NN planet))))) (PP (TO to) (NP (NP (DT those)) (SBAR (WHNP (WP who)) (S (VP (VBP do) (RB not) (VP (VB know) (NP (PRP it)))))))))))))), i-1), i,1,it,392.294,392.379,8.500758885,PRON,6,3,2,3, i,392.294, it,396.728
(S (NP (NNS men)) (VP (VBP take) (PRT (RP up)) (NP (NP (ADJP (RB very) (JJ little)) (NN space)) (PP (IN on) (NP (DT the) (NN earth)))))), men-1), men,1,earth,397.386,398.031,6.354230901,NOUN,6,3,2,3, men,397.386, earth,400.165
(S (SBAR (IN if) (S (NP (NP (DT the) (QP (CD two) (CD billion)) (NNS people)) (SBAR (WHNP (WP who)) (S (VP (VBP inhabit) (SBAR (S (NP (DT the) (NN earth)) (VP (VBD were) (S (VP (TO to) (VP (VB stand) (NP (NN upright) (CC and) (NN Suash)) (ADVP (RB together) (NP (DT a) (RB little))))))))))))) (VP (VBP like) (PP (IN for) (NP (DT a) (NN meeting)))))) (NP (PRP they)) (VP (MD would) (ADVP (RB easily)) (VP (VB fit) (PP (IN on) (NP (NP (CD one) (JJ public) (NN Suare)) (ADJP (ADJP (NP (CD twenty) (NNS miles)) (JJ long)) (CC and) (ADJP (NP (CD twenty) (NNS miles)) (JJ wide)))))))), if-1), if,1,wide,401.043,401.198,7.591558945,SCONJ,6,3,1,2, if,401.043, wide,413.058
(S (NP (DT all) (NN humanity)) (VP (MD could) (VP (VB be) (VP (VBN piled) (PRT (RP up)) (PP (IN on) (NP (DT the) (JJS smallest) (JJ pacific) (NN islet))))))), all-1), all,1,islet,413.537,414.112,7.867718339,DET,6,3,1,2, all,413.537, islet,417.97
(S (NP (NP (DT the) (NNS grownups)) (PP (IN of) (NP (NN course)))) (VP (MD will) (RB not) (VP (VB believe) (NP (PRP you))))), the-1), the,1,you,418.578,418.913,11.11580048,DET,6,4,1,2, the,418.578, you,420.577
(S (NP (PRP they)) (VP (VBP picture) (NP (PRP themselves)) (PP (IN as) (S (VP (VBG taking) (PRT (RP up)) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NN space))))))))), they-1), they,1,space,421.036,421.211,8.044690442,PRON,6,3,2,3, they,421.036, space,423.771
(S (NP (PRP they)) (VP (VBP think) (S (NP (PRP themselves)) (ADJP (RB as) (JJ important) (PP (IN as) (NP (DT the) (NNS baobabs))))))), they-1), they,1,baobabs,423.97,424.425,8.044690442,PRON,6,3,2,3, they,423.97, baobabs,426.939
(S (ADVP (RB therefore)) (NP (PRP you)) (VP (MD should) (VP (VB advise) (S (NP (PRP them)) (VP (TO to) (VP (VB do) (NP (DT the) (NN math)))))))), therefore-1), therefore,1,math,427.602,428.137,5.783763642,ADV,6,3,2,3, therefore,427.602, math,429.747
(S (NP (PRP they)) (VP (VBP adore) (SBAR (S (NP (NP (NNS numbers)) (CC and) (NP (DT that))) (VP (MD will) (VP (VB please) (NP (PRP them)))))))), they-1), they,1,them,430.146,430.351,8.044690442,PRON,6,3,2,3, they,430.146, them,432.141
(S (CC but) (VP (VBP do) (RB not) (VP (VB waste) (NP (NP (PRP$ your)) (NP (NN time))) (PP (IN on) (NP (DT this) (NN chore)))))), but-1), but,1,chore,432.435,432.72,8.17055344,CCONJ,6,2,1,2, but,432.435, chore,434.43
(S (NP (EX there)) (VP (VBZ is) (NP (DT no) (NN point)))), there-1), there,1,point,434.43,434.57,7.628371702,PRON,6,3,2,3, there,434.43, point,435.35
(S (NP (PRP you)) (VP (VBP trust) (NP (PRP me)))), you-1), you,1,me,435.35,435.53,7.992843191,PRON,6,3,2,3, you,435.35, me,436.088
(S (NP (DT the) (JJ little) (NN prince)) (S (VP (VBG having) (VP (VBN arrived) (PP (IN on) (NP (NN earth)))))) (VP (VBD was) (ADJP (RB very) (VBN surprised) (S (VP (RB not) (TO to) (VP (VB see) (NP (NN anyone)))))))), the-1), the,1,anyone,437.605,437.67,11.11580048,DET,6,3,1,2, the,437.605, anyone,441.644
(S (NP (PRP he)) (VP (VBD had) (ADVP (RB already)) (VP (VBN started) (S (VP (TO to) (VP (VB worry) (SBAR (IN that) (S (NP (PRP he)) (VP (VBD had) (VP (VBN got) (NP (NP (DT the) (JJ wrong) (NN planet)) (SBAR (WHADVP (WRB when)) (S (NP (DT a) (NN moon) (JJ colored) (NN coil)) (VP (VBD stirred) (PP (IN in) (NP (DT the) (NN sand))))))))))))))))), he-1), he,1,sand,442.098,442.533,8.557202055,PRON,6,3,2,3, he,442.098, sand,448.66
(S (NP (JJ good) (NN evening)) (VP (VBD said) (NP (DT the) (JJ little) (NN prince)) (ADVP (RB courteously)))), good-1), good,1,courteously,449.528,449.673,6.470211095,ADJ,6,3,1,2, good,449.528, courteously,452.102
(S (NP (JJ good) (NN evening)) (VP (VBD said) (NP (DT the) (NN snake)))), good-1), good,1,snake,452.8,453.005,6.470211095,ADJ,6,3,1,2, good,452.8, snake,454.555
(S (WHPP (IN on) (WHNP (WDT what) (NN planet))) (S (VBP have) (NP (PRP i)) (VP (VP (VBN come) (PRT (RP down)) (PP (IN on))) (VP (VBN asked) (NP (DT the) (JJ little) (NN prince)))))), on-1), on,1,prince,455.627,455.772,8.668539944,ADP,6,3,1,2, on,455.627, prince,458.791
(S (PP (PP (IN onto) (NP (NN earth))) (PP (IN in) (NP (NN africa)))) (NP (DT the) (NN snake)) (VP (VBD answered))), onto-1), onto,1,answered,459.474,459.829,3.736216182,ADP,6,4,1,2, onto,459.474, answered,462.522
(S (NP (NNP oh)) (ADVP (RB so) (RB there)) (VP (VBZ is) (NP (NP (DT no) (NN one)) (PP (IN on) (NP (NN earth)))))), oh-1), oh,1,earth,462.761,463.521,4.395251302,INTJ,6,3,2,3, oh,462.761, earth,465.41
(S (NP (DT this)) (VP (VBZ is) (NP (DT the) (NN desert)))), this-1), this,1,desert,466.128,466.473,8.485516749,DET,6,3,2,3, this,466.128, desert,467.382
(S (NP (EX there)) (VP (VBZ is) (NP (NP (DT no) (NN one)) (PP (IN in) (NP (DT the) (NNS deserts)))))), there-1), there,1,deserts,467.682,467.897,7.628371702,ADV,6,3,2,3, there,467.682, deserts,469.331
(S (S (NP (DT the) (NN earth)) (VP (VBZ is) (ADJP (JJ large)))) (VP (VBD said)) (NP (DT the) (NN snake))), the-1), the,1,snake,469.561,469.706,11.11580048,DET,6,4,1,2, the,469.561, snake,471.705
(S (NP (DT the) (JJ little) (NN prince)) (VP (VP (VBD sat) (PRT (RP down)) (PP (IN on) (NP (DT a) (NN stone)))) (CC and) (VP (VBD raised) (NP (NP (PRP$ his)) (NP (NNS eyes))) (PP (IN toward) (NP (DT the) (NN sky)))))), the-1), the,1,sky,472.573,473.008,11.11580048,DET,6,3,1,2, the,472.573, sky,476.817
(S (S (NP (PRP i)) (VP (VBP wonder))) (S (NP (PRP he)) (VP (VP (VBD said)) (SBAR (IN if) (S (S (NP (DT the) (NNS stars)) (VP (VBP are) (ADJP (JJ lit)))) (S (RB so) (SBAR (IN that) (S (NP (NP (DT each)) (PP (IN of) (NP (PRP us)))) (VP (MD can) (VP (NP-TMP (CD one) (NN day)) (VP (VP (VB find) (NP (NP (PRP$ his)) (NP (JJ own)))) (ADVP (RB again))))))))))))), i-1), i,1,again,477.814,477.889,8.500758885,PRON,6,4,2,3, i,477.814, again,483.757
(S (VP (VB look) (PP (IN at) (NP (NP (PRP$ my)) (NP (NN planet)))))), look-1), look,1,planet,484.206,484.611,5.519619223,VERB,6,3,1,2, look,484.206, planet,485.43
(S (NP (PRP it)) (VP (VBZ is) (ADVP (RB right) (RB there)) (PP (IN above) (NP (PRP us))))), it-1), it,1,us,485.854,486.009,8.891153872,PRON,6,3,2,3, it,485.854, us,487.273
(S (CC but) (NP (PRP it)) (VP (VBZ is) (ADVP (RB so) (RB far) (RB away)))), but-1), but,1,away,487.578,487.693,8.17055344,CCONJ,6,2,1,2, but,487.578, away,488.982
(S (S (NP (PRP it)) (VP (VBZ is) (ADJP (JJ beautiful)))) (VP (VBD said)) (NP (DT the) (NN snake))), it-1), it,1,snake,489.85,490.005,8.891153872,PRON,6,4,2,3, it,489.85, snake,491.789
(S (NP (WDT what)) (VP (VBZ has) (VP (VBN brought) (S (NP (PRP you)) (ADVP (RB here)))))), what-1), what,1,here,492.158,492.623,7.344589847,PRON,6,3,2,3, what,492.158, here,493.627
(S (S (NP (PRP i)) (VP (VBP have) (VP (VBN been) (VP (VBG having) (NP (NP (DT some) (NN trouble)) (PP (IN with) (NP (DT a) (NN flower)))))))) (VP (VBD said)) (NP (DT the) (JJ little) (NN prince))), i-1), i,1,prince,494.605,494.65,8.500758885,PRON,6,4,2,3, i,494.605, prince,497.814
(S (NP (NN ah)) (VP (VBD said) (NP (DT the) (NN snake)))), ah-1), ah,1,snake,498.472,499.172,3.237893831,INTJ,6,3,2,3, ah,498.472, snake,500.166
(S (CC and) (NP (PRP they)) (VP (VBD were) (ADJP (JJ silent)))), and-1), and,1,silent,500.715,500.88,10.26304833,CCONJ,6,2,1,2, and,500.715, silent,501.68
(S (WHADVP (WRB where)) (S (VBP are) (NP (NP (DT the) (NNS men)) (VP (VBN asked) (NP (DT the) (JJ little) (NN prince)) (PP (IN at) (NP (JJ last))))))), where-1), where,1,last,503.176,503.291,6.745648029,ADV,6,3,2,3, where,503.176, last,505.845
(S (NP (PRP it)) (VP (VBZ is) (ADJP (NP (DT a) (RB bit)) (JJ lonely) (PP (IN in) (NP (DT the) (NN desert)))))), it-1), it,1,desert,506.094,506.479,8.891153872,PRON,6,3,2,3, it,506.094, desert,508.088
(S (S (NP (PRP it)) (VP (VBZ is) (ADVP (RB also)) (ADJP (JJ lonely) (PP (IN amongst) (NP (NNS men)))))) (NP (DT the) (NN snake)) (VP (VBD said))), it-1), it,1,said,509.046,509.171,8.891153872,PRON,6,4,2,3, it,509.046, said,512.145
(S (NP (DT the) (JJ little) (NN prince)) (VP (VBD gazed) (PP (IN at) (NP (PRP him))) (PP (IN for) (NP (DT a) (JJ long) (NN time))))), the-1), the,1,time,513.282,513.407,11.11580048,DET,6,3,1,2, the,513.282, time,515.757
(S (S (NP (PRP you)) (VP (VBP are) (NP (DT a) (JJ funny) (NN animal)))) (NP (PRP he)) (VP (VBD said) (ADVP (RB finally)) (PP (IN as) (ADJP (JJ thin))) (PP (IN as) (NP (DT a) (NN finger))))), you-1), you,1,finger,516.61,516.725,7.992843191,PRON,6,4,2,3, you,516.61, finger,520.928
(S (CC but) (NP (PRP i)) (VP (VBP am) (ADJP (ADJP (RBR more) (JJ powerful)) (SBAR (IN than) (S (NP (NP (DT the) (NN finger)) (PP (IN of) (NP (DT a) (NN king)))) (VP (VBD said) (NP (DT the) (NN snake)))))))), but-1), but,1,snake,521.386,521.681,8.17055344,CCONJ,6,2,1,2, but,521.386, snake,525.46
(S (NP (DT the) (JJ little) (NN prince)) (VP (VBD smiled))), the-1), the,1,smiled,526.148,526.213,11.11580048,DET,6,3,1,2, the,526.148, smiled,527.528
(S (NP (PRP you)) (VP (VBP are) (RB not) (ADJP (RB very) (JJ powerful)))), you-1), you,1,powerful,528.182,528.327,7.992843191,PRON,6,3,2,3, you,528.182, powerful,529.767
(S (NP (PRP you)) (VP (VBP have) (RB not) (ADVP (RB even)) (VP (VBN got) (NP (DT any) (NNS legs))))), you-1), you,1,legs,529.767,529.857,7.992843191,PRON,6,3,2,3, you,529.767, legs,532.197
(S (NP (PRP you)) (VP (MD can) (RB not) (ADVP (RB even)) (VP (VB travel)))), you-1), you,1,travel,532.197,532.347,7.992843191,PRON,6,3,2,3, you,532.197, travel,533.414
(S (S (NP (PRP i)) (VP (MD can) (VP (VB carry) (NP (PRP you)) (ADVP (RBR further)) (PP (IN than) (NP (DT a) (NN ship)))))) (VP (VBD said)) (NP (DT the) (NN snake))), i-1), i,1,snake,534.387,534.522,8.500758885,PRON,6,4,2,3, i,534.387, snake,537.57
(S (NP (PRP he)) (VP (VBD wrapped) (NP (PRP himself)) (PP (IN around) (NP (NP (DT the) (JJ little) (NN prince) (POS 's)) (NN ankle))) (PP (IN like) (NP (DT a) (JJ golden) (NN bracelet))))), he-1), he,1,bracelet,538.239,538.624,8.557202055,PRON,6,3,2,3, he,538.239, bracelet,542.677
(S (VP (VB whoever) (NP (PRP i) (FW touch) (PRP i)) (VP (VB send) (NP (PRP him)) (ADVP (RB back) (PP (TO to) (NP (NP (DT the) (NN earth)) (SBAR (WHPP (IN from) (WHNP (WDT which))) (S (NP (PRP he)) (VP (VBD came)))))))))), whoever-1), whoever,1,came,543.585,544,2.423917378,PRON,6,3,1,2, whoever,543.585, came,547.818
(S (NP (PRP he)) (VP (VBD continued))), he-1), he,1,continued,548.182,548.247,8.557202055,PRON,6,3,2,3, he,548.182, continued,548.857
(S (CC but) (S (NP (PRP you)) (VP (VBP are) (ADJP (JJ pure)))) (CC and) (S (NP (PRP you)) (VP (VBP come) (PP (IN from) (NP (DT a) (NN star)))))), but-1), but,1,star,549.326,549.821,8.17055344,CCONJ,6,2,1,2, but,549.326, star,552.574
(S (NP (DT the) (JJ little) (NN prince)) (VP (VBD made) (NP (DT no) (NN reply)))), the-1), the,1,reply,553.442,553.537,11.11580048,DET,6,3,1,2, the,553.442, reply,555.151
(S (NP (PRP i)) (VP (VBP feel) (ADJP (JJ sorry)) (PP (IN for) (NP (PRP you))) (ADJP (RB so) (JJ weak) (PP (IN on) (NP (NP (DT this) (NN earth)) (VP (VBN made) (PP (IN of) (NP (NN granite))))))))), i-1), i,1,granite,556.279,556.433,8.500758885,PRON,6,3,2,3, i,556.279, granite,560.327
(S (NP (PRP i)) (VP (MD can) (VP (VB help) (NP (PRP you)) (SBAR (IN if) (S (ADVP (RB someday)) (NP (PRP you)) (VP (VBP become) (NP (NP (RB too) (NN homesick)) (PP (IN for) (NP (NP (PRP$ your)) (NP (NN planet))))))))))), i-1), i,1,planet,561.245,561.39,8.500758885,PRON,6,3,2,3, i,561.245, planet,565.697
(S (NP (PRP i)) (VP (MD can))), i-1), i,1,can,565.882,566.427,8.500758885,PRON,6,3,2,3, i,565.882, can,566.861
(S (S (NP (PRP i)) (VP (VBP understand) (ADVP (RB very) (RB well)))) (VP (VBD said)) (NP (DT the) (JJ little) (NN prince))), i-1), i,1,prince,567.85,568.045,8.500758885,PRON,6,4,2,3, i,567.85, prince,570.469
(S (CC but) (SBAR (WHADVP (WRB why)) (S (VP (VBP do)))) (NP (PRP you)) (ADVP (RB always)) (VP (VBP speak) (PP (IN in) (NP (NNS riddles))))), but-1), but,1,riddles,570.893,571.388,8.17055344,CCONJ,6,2,1,2, but,570.893, riddles,573.291
(S (S (NP (PRP i)) (VP (VB solve) (S (NP (PRP them)) (NP (DT all))))) (VP (VBD said)) (NP (DT the) (NN snake))), i-1), i,1,snake,574.249,574.404,8.500758885,PRON,6,4,2,3, i,574.249, snake,576.613
(S (CC and) (NP (PRP they)) (VP (VBD were) (ADJP (JJ silent)))), and-1), and,1,silent,577.281,577.436,10.26304833,CCONJ,6,2,1,2, and,577.281, silent,578.256
(S (NP (DT the) (JJ little) (NN prince)) (VP (VP (VBD crossed) (NP (DT the) (NN desert))) (CC and) (VP (VBD met) (ADVP (RB only)) (PP (IN with) (NP (NP (CD one) (NN flower)) (NP (NP (DT a) (NN flower)) (PP (IN with) (NP (NP (CD three) (NNS petals)) (NP (NP (DT a) (JJ nondescript) (NN flower)) (VP (VBG belonging) (PP (TO to) (NP (DT no) (NN one))))))))))))), the-1), the,1,one,579.32,579.415,11.11580048,DET,6,3,1,2, the,579.32, one,587.891
(S (NP (JJ good) (NN morning)) (VP (VBD said) (NP (DT the) (JJ little) (NN prince)))), good-1), good,1,prince,588.674,588.829,6.470211095,ADJ,6,3,1,2, good,588.674, prince,590.503
(S (NP (JJ good) (NN morning)) (VP (VBD said) (NP (DT the) (NN flower)))), good-1), good,1,flower,591.032,591.157,6.470211095,ADJ,6,3,1,2, good,591.032, flower,592.631
(S (WHADVP (WRB where)) (S (VBP are) (NP (NP (DT the) (NNS men)) (VP (VBN asked) (NP (DT the) (JJ little) (NN prince)) (ADVP (RB politely)))))), where-1), where,1,politely,593.375,593.54,6.745648029,ADV,6,3,2,3, where,593.375, politely,596.133
(S (NP (DT the) (NN flower)) (VP (VBD had) (ADVP (RB once)) (VP (VBN seen) (NP (NP (DT a) (NN caravan)) (VP (VBG passing)))))), the-1), the,1,passing,596.946,597.011,11.11580048,DET,6,3,1,2, the,596.946, passing,599.296
(S (NP (NP (NNS men)) (NP (PRP i))) (VP (VBP think) (SBAR (S (NP (EX there)) (VP (VBZ exists) (NP (NP (CD six) (CC or) (CD seven)) (PP (IN of) (NP (PRP them))))))))), men-1), men,1,them,599.83,600.22,6.354230901,NOUN,6,4,2,3, men,599.83, them,603.198
(S (NP (PRP i)) (VP (VBD saw) (NP (PRP them)) (ADVP (NP (NNS years)) (RB ago)))), i-1), i,1,ago,603.497,603.592,8.500758885,PRON,6,3,2,3, i,603.497, ago,604.652
(S (CC but) (NP (PRP you)) (ADVP (RB never)) (VP (VBP know) (SBAR (WHADVP (WRB where)) (S (VP (TO to) (VP (VB find) (NP (PRP them)))))))), but-1), but,1,them,604.846,605.191,8.17055344,CCONJ,6,2,1,2, but,604.846, them,606.486
(S (NP (PRP they)) (VP (VBP are) (VP (VBN blown) (ADVP (RB here) (CC and) (RB there)) (PP (IN by) (NP (DT the) (NN wind)))))), they-1), they,1,wind,606.825,606.92,8.044690442,PRON,6,3,2,3, they,606.825, wind,608.772
(S (NP (PRP they)) (VP (VBP lack) (NP (NNS roots)))), they-1), they,1,roots,609.11,609.29,8.044690442,PRON,6,3,2,3, they,609.11, roots,610.48
(S (NP (PRP it)) (VP (VBZ makes) (S (NP (NNS things)) (ADJP (RB very) (JJ difficult) (PP (IN for) (NP (PRP them))))))), it-1), it,1,them,610.48,610.62,8.891153872,PRON,6,3,2,3, it,610.48, them,612.383
(S (FRAG (ADJP (JJ goodbye))) (VP (VBD said)) (NP (DT the) (JJ little) (NN prince))), goodbye-1), goodbye,1,prince,613.365,613.855,1.442060139,PROPN,6,4,3,4, goodbye,613.365, prince,615.009
(S (FRAG (ADJP (JJ goodbye))) (VP (VBD said)) (NP (DT the) (NN flower))), goodbye-1), goodbye,1,flower,615.473,615.988,1.442060139,PROPN,6,4,3,4, goodbye,615.473, flower,616.977
(S (NP (DT the) (JJ little) (NN prince)) (VP (VBD climbed) (NP (DT a) (JJ high) (NN mountain)))), the-1), the,1,mountain,618.156,618.221,11.11580048,DET,6,3,1,2, the,618.156, mountain,620.306
(S (S (NP (NP (DT the) (JJ only) (NNS mountains)) (SBAR (S (NP (PRP he)) (VP (VBD had) (ADVP (RB ever)) (VP (VBN known)))))) (VP (VBD were) (NP (NP (DT the) (CD three) (NNS volcanoes)) (SBAR (WHNP (WDT that)) (S (VP (VBD came) (PRT (RP up)) (PP (TO to) (NP (NP (PRP$ his)) (NP (NNS knees)))))))))) (CC and) (S (NP (PRP he)) (VP (VBD used) (NP (DT the) (ADJP (JJ extinct)) (NN volcano)) (PP (IN as) (NP (DT a) (NN footstool)))))), the-1), the,1,footstool,620.989,621.144,11.11580048,DET,6,5,1,2, the,620.989, footstool,628.766
